"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
171768	80854	0	62953	377179	0	377179	0	0	8152	0	577818	0	97740		40269	218454		314226	471275	0	8803	6823	8152	0	32021	106286	24502	13076	138307	12271	63266	24126	2960	135617	102623	14471	0	75537	0													
172251	12850	8	768	16311	0	23356	0	0	0	0	28712	661	1167		5100	4920		22580	26884	0	0	494	0	0	1414	4737	2462	620	6007	0	952	757	0	4133	1709	0	0	952	0													
172457	44248	0	348	171083	0	171083	0	0	11784	0	150372	0	643		11063	75764		170735	149729	0	0	765	0	0	4529	9655	4542	363	13720	1729	6751	2790	0	8027	11270	0	0	8480	0													
172475	97477	0	118271	121322	0	305045	0	0	0	0	236777	0	9050		42812	53531		186526	227727	248	0	3905	0	0	11572	28797	29356	6429	40369	2667	3334	2977	636	33343	9614	4425	0	6001	11667													
172859	21216	0	19571	32198	0	52079	0	0	11997	0	91302	0	18024		14355	22092		32508	65338	0	7940	984	7079	6030	10193	15677	7389	5629	25870	542	2601	0	5964	24533	9107	18359	0	3143	0													
173306	341575	0	36479	18274	0	53898	0	0	0	0	417854	2	3519		19778	45775	7193	17419	414333	0	0	2002	0	0	4979	14666	8172	1527	19645	387	519	255	0	9566	1161	0	0	905	0	0	0	0	0	0	true							
173342	20492	0	20903	24357	0	62245	0	0	0	0	46841	0	1485		11132	2504		41342	45356	0	0	1915	0	0	3606	10767	3919	1	14373	414	4837	300	0	7162	5551	0	0	5250	0													
173557	192896	0	11910	17101	0	26578	0	0	0	0	296728	0	6762		21919	74397		14668	289966	0	0	1458	0	0	5075	12514	7313	2883	17587	0	600	1051	0	5866	1651	0	0	600	0													
173575	882901	0	24798	67668	0	84698	0	0	0	0	1402980	0	6846		94801	74383	28647	59900	1396134	0	0	10698	0	0	41676	104418	35560	5023	146094	68721	131836	57360	1101	91876	259017	0	0	200556	0	0	0	0	0	0	false							
173641	43393	213	27176	58524	0	110944	0	0	0	0	138893	0	1202		27857	20492		83555	137691	0	0	8126	0	0	8868	26604	19529	2682	35472	1841	11591	3638	254	29826	17324	0	0	13432	0													
173959	10439	0	12590	18170	0	35106	0	0	0	0	43188	0	1755		7281	0		22516	41433	0	0	574	0	0	5651	11476	4258	2277	17127	1174	6981	932	0	16381	9087	0	0	8155	0													
174321	31205	0	535	74000	0	80787	0	0	0	0	78688	0	7		9240	27785		80252	78681	0	0	2454	0	0	4203	8171	3029	0	12374	1284	1127	1883	0	6164	4294	0	0	2411	0													
174367	8392	0	1955	19091	0	28894	0	0	0	0	27600	0	4364		2415	9754	459	26939	23236	0	0	0	0	0	680	3027	1896	76	3628	316	3194	263	0	3266	3773	0	0	3510	0	0	0	0	0	0	true							
174572	775681	0	660878	1610791	0	4062517	0	0	16154	0	3203529	0	2848		838994	636392	402829	3401639	3200681	0	0	155738	0	0	342586	654999	382904	90896	997585	78099	117584	103917	20471	632391	320071	0	16119	195683	0	0	0	0	0	0	true	427217	1582394	205650	430742	775681	0	
175056	33052	0	4153	93086	0	126605	0	0	0	0	189756	0	17278		29297	33235	4166	122452	171995	0	483	2286	0	0	22204	63704	17796	354	85908	5838	11535	2038	0	74762	19410	30069	0	17373	0	0	0	5152	0	5152	false							
175140	85627	0	0	148474	0	192575	0	0	0	0	289566	1007	5476		54444	100932	21648	192575	283083	0	0	3909	0	0	27336	30102	33734	6494	44905	1666	2223	1452	0	43222	5341	26356	0	3573	14293	0	0	0	0	0	true							
175458	4664	4	2902	5045	0	11012	0	0	0	0	16606	0	2973		5028	5306		8106	13633	0	0	0	0	0	1093	4242	1278	24	5335	0	0	0	0	1608	0	0	0	0	0													
175609	78609	0	28198	137391	0	172924	0	0	1467	0	120103	0	20608		6296	28307		144726	99495	0	0	1298	1467	1467	4100	6809	773	270	10909	1235	0	0	0	5655	1235	0	0	1235	0													
176101	178291	0	10143	83449	0	222912	0	0	0	0	1755603	0	366035		22156	1494734	9268	212735	1387595	34	1973	2843	0	0	14809	34812	9176	0	37453	9376	13851	554	0	36641	23781	78669	0	23227	0	0	0	0	0	0	false							
176325	99762	0	9739	69256	0	91074	0	0	50	0	130028	0	18764		8218	8790	5973	81335	108675	0	2589	2389	50	0	2849	6520	5528	1413	9369	1188	3251	426	301	8092	5166	0	0	4439	2589	0	0	0	0	0	false							
176437	6918	0	8882	21640	0	37521	0	0	0	0	31037	0	3662		11727	2801		28639	27375	0	0	704	0	0	3230	10186	3138	586	13416	414	1584	2179	0	5414	4177	0	0	1998	0													
176464	131392	3	138050	334389	0	447999	0	0	0	0	694230	0	8893		70891	420191		309946	685337	0	0	7663	0	0	31322	59407	22346	7658	90728	6458	14248	1208	0	49842	21914	7994	0	20706	0													
176642	22725	0	46430	20954	0	86866	0	0	0	0	43153	0	5463		9185	7825		40436	37690	0	0	498	0	0	1567	2761	6755	1194	4328	0	328	0	0	3092	328	0	0	328	0													
177135	7688	0	0	13486	0	13486	0	0	0	0	10261	0	100		230	0		13486	10161	0	0	0	0	0	123	212	5	939	335	0	1000	0	294	1049	1294	0	0	1000	0													
177443	39669	0	17827	33684	0	83751	0	0	0	0	110622	0	2100		32669	14412		65171	107921	753	601	1971	0	0	8763	28845	10645	4821	37608	397	2565	0	505	20405	3467	0	0	2962	0													
177500	21605	0	1787	21107	0	21107	0	0	0	0	58087	0	1500		17328	0		19320	54647	0	1940	5886	0	0	6326	17796	7982	0	24122	898	3156	324	0	14776	4378	0	0	4054	1940													
177555	7959	0	3292	7809	0	17447	0	0	0	0	11980	0	80		2863	331		14155	11900	0	0	0	0	0	385	1460	1845	0	1845	0	0	0	0	827	0	0	0	0	0													
177751	16532	0	0	207193	0	295929	0	0	0	0	802114	0	9775		3947	734882		295929	791184	0	1155	0	0	0	22744	4481	10442	63	27225	1449	6046	5475	0	33783	12970	185173	0	7495	0													
177920	255901	0	127091	318033	0	555609	0	0	14763	0	646211	0	45388		91339	178423	60276	426282	597980	2236	2843	24524	10012	10012	67272	75046	30794	10836	142318	5782	12568	8673	915	92610	27938	118045	4751	18350	594	0	0	0	0	0	true	76496	103582	62645	115778	203260	43457	
178150	40230	18	3980	48678	0	93668	0	0	0	0	147127	0	21987		31897	45560		89670	125140	0	0	3516	0	0	12388	18088	17881	2353	30474	3328	4292	3006	0	18813	10626	0	0	7620	0													
178244	39517	2689	0	27701	0	56273	0	0	0	0	69866	881	3895		11388	10157		53247	65090	337	0	1813	0	0	2466	6065	6884	2516	8531	442	786	267	768	6542	2263	0	0	1228	0													
178356	24693	0	17067	36872	0	60914	0	0	0	0	76686	0	30830		6491	8770		43847	45856	0	0	1430	0	0	6029	5308	1049	777	7350	5279	23914	252	615	6672	30060	0	0	27763	0													
178851	153992	0	19577	199641	0	250211	0	0	0	0	271229	0	16119		32989	43610		230634	255110	0	0	3819	0	0	14278	24422	14236	4790	37516	7076	7216	867	742	24737	15901	0	0	14022	0													
179148	17736	0	13055	50764	0	79071	0	0	5233	0	126430	0	32166		16147	67470		66016	77671	0	16593	1264	5233	5233	4424	11504	8594	14545	15928	0	555	1602	0	22920	2157	941	0	555	15198													
179335	29856	0	986	51709	0	63440	0	0	0	0	104025	0	596		28128	8997		62454	103429	0	0	3125	0	0	1677	6831	20041	18121	8508	476	1074	9336	7616	18542	18502	0	0	1550	0													
179700	285646	4	8765	20410	0	40635	0	0	8674	0	500221	0	17474		38753	110054	16884	31866	482747	0	0	3107	8175	6189	13733	36051	18378	5271	49784	21714	4438	4609	327	34680	31088	0	0	26152	4623	0	0	0	0	0	true							
180144	14843	0	1325	36875	0	47615	0	0	0	0	67440	0	574		23890	4013		46290	66866	0	0	6757	0	0	16026	15204	10211	1769	31139	2910	1471	993	0	19321	5374	0	0	4381	0													
180443	24783	0	37	13200	0	20736	0	0	0	0	44733	0	4320		9428	4251		20699	40413	0	0	963	0	0	5410	5142	3561	563	10552	0	611	0	412	5248	1023	0	0	611	0													
180537	13634	0	5116	23499	0	37942	0	0	0	0	80882	0	4950		20462	11526		32826	75932	0	0	2616	0	0	11985	30202	1242	0	42187	5605	6341	346	0	22967	12292	0	0	11946	0													
180845	25662	0	5283	24902	0	37967	0	0	5000	0	71042	0	6068		12067	28236		32684	64476	0	498	0	5000	1000	1383	6702	5180	0	7085	818	3061	0	0	1198	3879	0	0	3879	0													
181963	67824	2	611	75420	0	130094	0	0	0	0	104851	0	3984		5452	27617		129270	100867	211	0	515	0	0	2474	5653	850	0	8127	0	0	432	0	3526	432	0	0	0	0													
182353	19590	0	1278	6707	0	14633	0	0	0	0	30934	0	457		8106	0		13355	30477	0	0	0	0	0	465	1111	6091	3677	1576	0	0	0	0	3238	0	0	0	0	0													
182951	278570	0	7378	53868	0	54875	0	0	0	0	420847	0	68663		23495	46614		47496	352184	1	0	4221	0	0	21629	35177	10949	1450	56806	9357	13371	2852	878	45710	26458	0	0	21458	0													
183668	494177	0	4209	82168	0	82168	0	0	0	0	841170	0	83775		6167	327033		77956	757395	3	0	473	0	0	2260	6680	3528	25	8940	2310	3044	2113	0	6326	7467	3661	0	5354	0													
183770	123782	0	745	120041	0	176717	0	0	18643	0	366501	0	3936		90972	48759		175423	354647	549	7918	7278	17149	10880	46113	51042	42174	11419	72679	17402	17853	5822	2135	59776	43212	0	747	25959	0													
183958	48826	0	5501	94174	0	94174	0	0	0	0	130923	0	20095		27450	21581		88673	110828	0	0	4819	0	0	10344	14526	18019	2683	24435	5061	1685	4889	3309	18122	14944	0	0	6746	0													
184656	25346	0	15491	62872	0	97117	0	0	10243	0	109008	0	139		25753	46722	3428	81626	108869	0	0	1078	10243	2041	3892	14890	9507	5209	18782	1006	2145	290	0	7745	3441	0	0	3151	0	0	0	0	0	0	true							
184759	5339	40	5336	7373	0	17462	0	0	0	0	23019	50	1542		5964	5366		12086	21427	0	0	459	0	0	4574	5818	1257	17	10392	0	300	348	0	5702	648	0	0	300	0													
185251	5913	3	3048	2988	0	11690	0	0	0	0	8473	0	815		1905	0		8639	7658	0	0	0	0	0	802	1641	77	40	2443	0	0	0	0	654	0	0	0	0	0													
185448	13234	0	8894	23374	0	38409	0	0	0	0	59975	0	15788		8371	32204	3123	29446	44187	69	0	1232	0	0	4145	3834	5061	575	7979	0	280	642	0	5244	922	0	0	280	0	0	0	0	0	0	true							
185859	429952	0	39810	40829	0	51733	0	0	0	0	702644	0	4798		43492	200308		11923	697846	0	0	4075	0	0	9955	25980	19980	6924	35781	2380	4271	1721	1173	19347	9545	0	0	6645	0													
186221	116845	4	33586	77664	0	160916	0	0	0	0	1010357	0	34054		76367	720392	18233	127238	976303	88	0	3299	0	0	20416	50309	47587	14636	70725	12946	16972	9702	552	56581	40172	53724	0	29918	0	0	0	0	0	0	true	30262	96976	103863	89584	105795	10664	
186548	26052	0	12537	48230	0	63940	0	0	0	0	79218	0	8205		13168	27971		51403	71013	0	0	2879	0	0	3912	7463	7026	3252	11375	407	1284	1850	0	8486	3541	0	0	1691	0													
186717	256279	2	183979	124000	0	465202	0	0	0	0	419436	0	13842		87844	23595		281221	405594	0	0	14469	0	0	33623	32235	24236	32608	48940	4343	5440	2346	4731	34858	16860	0	0	6799	0													
186744	691446	0	31322	37323	0	115053	0	0	2621	0	1251287	0	272233		126442	322550		83052	971706	679	7348	10757	2621	2119	43834	65669	63108	17250	102932	15244	22281	9174	731	63419	47430	2621	0	35177	0													
187648	2920	0	1066	2941	0	2992	0	0	1940	0	21444	0	733		5467	0		1926	20711	0	0	0	1940	1043	2715	5600	5246	1951	8315	1407	1061	544	0	10045	3012	0	0	2468	0													
187947	142049	0	69003	440561	0	659594	0	0	44106	0	833161	0	200448		136743	375499	42316	588976	630720	1615	1993	14842	1094	0	63997	106668	28286	5790	170655	23715	69186	17970	0	67999	110871	24566	32430	92901	0	0	0	0	0	0	true	210318	219033	166575	208924	131658	10391	
188056	2803	0	5627	63821	0	208015	0	0	0	0	192740	0	10219		34711	139117		201653	182521	735	0	5949	0	0	6928	25661	10470	4114	32589	805	1939	250	651	12463	3645	0	0	2744	0													
188177	45784	0	0	7705	0	7705	0	0	0	0	118987	0	0		38693	17667	14455	7705	118987	0	0	3486	0	0	12644	24708	14287	749	37352	256	1790	1102	0	13695	3148	0	0	2046	0	0	0	0	0	0	true							
188430	4532	0	2444	140465	0	200472	0	0	27439	0	149244	0	0		36283	78655		198028	144129	0	5115	3399	27439	1439	12791	9951	32033	3744	22742	2533	3022	791	1193	22236	7539	0	0	5554	5115													
188449	50872	9	4605	39075	0	98193	0	0	0	0	187225	0	29458		11099	107841	8076	93579	157767	0	0	5129	0	0	8779	6169	3292	277	14948	1681	6189	2125	0	7418	9995	156	0	7870	0	0	0	0	0	0	false							
188720	52446	0	7385	62619	0	130635	0	0	0	0	133494	0	8546		27042	13746		123250	124948	0	0	2064	0	0	7565	23512	12333	11561	31077	1219	6921	1071	3119	27929	12330	0	0	8140	0													
188739	17321	0	1719	22811	0	27196	0	0	0	0	32645	0	2121		3766	18		25477	30524	0	0	0	0	0	2053	6838	2456	301	8891	412	1915	1331	0	7881	3658	0	0	2327	0													
188917	130009	0	0	5923	0	14164	0	0	0	0	145555	1	1		6794	6205		14164	145553	0	0	1209	0	0	1610	4151	2040	1032	5758	0	508	0	0	2039	508	0	0	508	0													
189044	156084	0	44624	44392	0	560269	0	0	420	0	416353	0	14396		70969	132836	13124	515645	401957	0	0	3930	420	0	44718	39858	19849	2294	61484	6895	8269	3576	1974	35750	20714	31578	0	15164	0	0	0	56628	0	0	true	45695	210341	65205	67631	144378	11706	
189129	622287	0	18784	65744	0	116947	0	0	0	0	854140	0	30961		63049	107260		98113	823179	50	0	4481	0	0	22637	38788	33217	3285	60868	4054	14139	5865	2608	34877	26666	0	0	18193	0													
189745	57004	0	22387	257254	0	348648	0	0	0	0	759262	0	58931		100669	446152	33082	324936	700331	1325	0	9458	0	0	52053	106754	45895	3559	158807	17688	21887	7737	534	107592	47846	5199	0	39575	0	0	0	931	0	931	true	17383	61445	289111	106444	56329	675	
189950	10934	1798	217	17084	0	29116	0	0	0	0	82452	588	4795		18519	37017		27101	77069	0	0	340	0	0	7385	24054	643	113	31439	285	2021	0	0	13676	2306	0	0	2306	0													
190563	28453	0	2004	102095	0	113636	0	0	0	0	103904	0	4993		8450	12995		111632	98670	0	241	956	0	0	8010	20123	9203	559	28133	5238	7953	10601	767	29446	24559	11528	0	13191	0													
190648	140993	0	3720	8668	0	22059	0	0	2289	0	202322	0	29414		15102	36039		18339	172660	0	248	2649	2289	2289	2306	8671	6511	2996	10352	895	1224	2396	291	5382	4806	2289	0	2119	0													
190947	21651	2	10280	48595	0	48595	0	0	0	0	66179	5	7333		12115	25376		38313	58841	0	0	983	0	0	3088	9544	3933	675	12632	529	1384	0	0	5124	1913	0	0	1913	0													
190956	23158	0	216	43078	0	43078	0	0	0	0	107667	0	648		27499	37940		42862	107019	0	0	1756	0	0	9125	21204	10180	0	30329	2897	1660	1504	0	13009	6061	0	0	4557	0													
191355	35585	0	43900	114478	0	165042	0	0	0	0	169668	0	31753		24090	70442	7845	121142	137915	0	0	2618	0	0	10404	27160	6286	20	37563	6837	12402	532	0	19780	19771	0	0	19239	0	0	0	0	0	0	true							
191935	83924	0	56134	421337	0	625530	0	0	0	0	407018	0	584		21055	281197		569396	406434	0	0	3595	0	0	12195	17836	3391	1115	30031	1697	5230	434	0	13482	7361	0	0	6926	0													
192147	56606	0	95332	115807	0	260026	0	0	0	0	197251	0	23126		35785	42660	14808	164649	174125	45	0	5211	0	0	14824	38316	11793	249	53140	13227	7908	11668	0	29397	32803	701	0	21135	0	0	0	0	0	0	true							
192558	82719	0	3993	236419	0	236419	0	0	0	0	287782	0	65326		40631	93611	15526	232426	222456	0	0	3273	0	0	11702	24250	11638	5842	35934	13685	23135	21200	0	12801	58020	0	0	36820	0	0	0	0	0	0	true							
192651	6274	0	3374	11428	0	21559	0	0	0	0	32038	0	2502		6608	12809		18185	29536	0	0	556	0	0	3958	4041	3630	125	7999	598	605	0	0	5145	1202	0	0	1202	0													
192857	21354	0	707	34418	0	64300	0	0	0	0	116050	0	12399		10980	45390		62949	103154	644	497	5836	0	0	14381	10855	6781	810	24070	2882	8848	4750	0	21847	16480	14747	0	11730	0													
193162	11011	0	1688	32376	0	45904	0	0	0	0	69413	0	3003		7968	24747		44216	66410	0	0	1478	0	0	3504	13936	5275	1835	17440	1154	6919	258	774	16582	9105	0	0	8073	0													
193247	5155	0	1766	20137	0	20137	0	0	3000	0	31573	0	1882		3843	13834		18371	27703	0	1988	0	3000	3000	3267	5415	2253	97	8682	0	700	852	0	7189	1552	0	0	700	1739													
193537	8196	0	8774	25048	0	38783	0	0	0	0	78742	0	8274		11951	28039		30009	70468	0	0	2313	0	0	7593	23493	2407	0	31086	5847	3167	0	0	21542	9014	0	0	9014	0													
193649	39192	0	53882	41934	0	149364	0	0	0	0	103282	0	4667		25963	23025	10546	95482	98615	0	0	3654	0	0	9726	16544	10325	157	26270	1429	1481	1403	0	10789	4313	0	0	2910	0	0	0	0	0	0	true							
193809	443723	0	23217	242129	0	570697	0	0	110001	0	1027744	0	63497		128929	284892	58388	546782	947620	698	16627	20880	110001	110001	55278	110139	42216	19826	165417	16419	37874	14018	3359	98530	71670	0	0	54293	0	0	0	0	0	0	true	65696	263295	136541	129052	330093	58959	
194440	24776	0	7835	40247	0	87796	0	0	14429	0	114930	0	2437		14290	47010		79961	112493	0	0	0	0	0	8200	11082	2569	3369	19282	5187	4395	6593	1748	10930	17923	0	0	9582	0													
194570	33694	0	7225	37031	0	37031	0	0	0	0	81588	0	245		18225	0		29806	75149	0	6194	2084	0	0	6780	22230	11966	2352	29010	0	2315	1694	557	25103	4566	0	0	2315	2975													
194936	3396	0	11854	29253	0	72683	0	0	0	0	93212	0	1260		3833	63303		60829	91952	0	0	1668	0	0	2848	7500	2492	1661	10348	2074	8061	1126	751	10668	12012	0	0	10135	0													
195111	651871	1	0	5091	0	5091	0	0	0	0	1099925	0	0		69543	279558		5090	1099546	0	379	9157	0	0	46494	70058	16160	7532	116552	8566	12321	5333	2032	70701	28252	20443	0	20887	0													
195157	6869	0	3648	15345	0	21423	0	0	0	0	30406	0	2611		6241	12375		17775	27795	0	0	718	0	0	4054	3483	1931	380	7537	0	1000	315	0	3607	1315	0	0	1000	0													
195456	20478	0	3003	32799	0	42483	0	0	0	0	44480	0	4579		10133	3898		39480	39901	0	0	1339	0	0	4216	8421	4330	0	12636	2057	256	825	0	6833	3138	0	0	2312	0													
196752	4081	0	3033	33233	0	33233	0	0	0	0	44272	0	1534		2323	19826	2189	29952	33027	248	9711	1099	0	0	1900	4214	3680	7928	6113	1028	1315	301	0	15398	2643	12477	0	2343	9711	0	0	0	0	0	true							
196800	245669	0	9266	305475	0	579906	0	0	14998	0	449746	0	12324		42976	130993	17683	570640	437422	0	0	4829	14998	0	11196	20270	21657	2274	31466	8604	7181	1584	318	12421	17687	0	0	15785	0	0	0	0	0	0	true							
197142	47509	0	13467	112625	0	112625	0	0	0	0	174358	0	7937		52843	4622		99158	165674	0	747	14032	0	0	14784	38095	37163	16377	52879	3277	4895	6940	697	53576	15809	0	0	8172	0													
197254	6477	0	3185	12636	0	20465	0	0	245	0	20463	0	2105		3534	5040	986	17280	18113	0	245	509	245	245	1483	5759	991	358	7242	0	355	0	0	5057	355	0	0	355	0	0	0	0	0	0	true							
197302	111695	0	36	97324	0	116470	0	0	25050	0	363624	0	24204		45400	130056		116085	339412	349	8	10087	25050	25050	32535	24007	23944	9054	56414	7443	8399	12263	4227	44141	32332	0	0	15566	0													
197478	16753175	3	148030	14675990	0	15413341	822	0	2550695	0	35716751	0	3746034		883152	11737553	185245	15261257	31957148	3229	13569	21232	2097731	2097731	1242966	774804	67048	10520	2017770	2878553	2194522	54646	2962	1212187	5130684	314014	452963	5073075	0	0	0	257669	0	257562	true	4865412	923848	1601522	9064015	5106993	10831575	
197759	56875	0	13830	85279	0	199322	0	0	0	0	161235	0	16115		19497	74500		185492	145120	0	0	2270	0	0	8099	9639	8151	1434	15217	296	1023	1218	0	7826	2537	0	0	1023	0													
198073	4763	0	0	0	0	0	0	0	33297	0	77380	0	277		29091	11171		0	69441	0	7662	0	31902	1737	1835	10362	20673	17324	12196	498	6682	3820	251	21103	11251	0	498	7180	0													
198149	141842	0	9492	183268	0	184796	0	0	5990	0	356601	0	38380		53627	89908		175304	313895	0	4326	14114	5990	5742	20068	47989	21116	2420	68057	5098	21915	6245	0	37966	33258	14934	0	27013	4326													
198251	35006	0	3764	83215	0	95969	0	0	0	0	107573	0	8829		13143	41979		92205	98495	0	249	1939	0	0	4422	7107	7290	1950	10216	1020	7208	1591	0	7626	9819	0	0	8228	0													
198961	20342	0	6558	60020	0	89958	0	0	0	0	70134	0	828		10196	27280		83400	69306	0	0	1086	0	0	3270	8020	4274	1639	11290	353	2518	1552	886	7007	5309	0	0	2871	0													
199137	13495	0	0	25819	0	58336	0	0	0	0	39014	0	0		3020	19866		58336	39014	0	0	505	0	0	1549	3489	16	0	5033	0	600	0	0	2034	600	0	0	600	0													
199351	17872	0	8472	25790	0	88563	0	0	4631	0	122912	107	7082		40190	16239		79556	109877	535	5846	6551	4631	1495	11870	35373	24145	5038	47243	4070	5028	2383	893	36236	12374	0	0	9098	1195													
199436	35393	0	13741	135053	0	135053	0	0	125	0	91908	0	2114		21579	0		121187	89543	125	251	2273	125	125	7321	30412	7633	953	37733	1946	7996	254	0	24740	10196	5080	0	9942	0													
199463	43153	0	27988	117169	0	172131	0	0	0	0	177591	0	6646		16585	40691		144143	170945	0	0	2308	0	0	11957	36203	6606	3126	46983	5704	21643	5703	2806	41305	35856	1003	0	27347	0													
200042	8529	0	7582	8162	0	21239	0	0	0	0	16373	0	1653		3575	4168	1254	13657	14720	0	0	0	0	0	330	823	1498	1024	941	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	true							
200378	575689	0	123876	1783203	0	1783203	0	0	10000	0	4814805	0	310128		90573	3679292	49946	1654159	3868993	5168	635684	17379	10000	10000	74358	117344	26991	2329	191702	253133	78127	7149	394	130448	338803	695734	0	331260	0	0	0	611283	0	0	true	436508	1217651	3030611	0	575689	0	
200435	88613	0	70772	285761	0	503863	0	0	0	0	306034	0	8698		43464	105221	19348	433091	297336	0	0	5867	0	0	15821	46741	11508	6167	62562	10213	15685	2855	3210	36773	31963	0	0	25897	0	0	0	0	0	0	true							
201254	11369	0	8247	80713	0	80713	0	0	0	0	72265	0	1481		7800	45577		72466	70784	0	0	122	0	0	2944	4677	3093	222	7621	264	819	3299	0	3137	4382	0	0	1083	0													
201834	130330	0	1194	678961	0	825376	0	0	145757	0	1127743	0	46648		217958	550749	21663	824182	1078380	0	2715	8878	145757	59661	83175	141943	123357	10809	225118	23116	45235	19029	0	141325	87380	114728	0	68351	38717	0	0	0	0	0	false							
202514	40146	0	18653	108648	0	148098	0	0	0	0	95691	0	0		10260	30108		126388	95691	3057	0	2002	0	0	6159	11361	1617	124	13770	1127	4648	400	0	9001	6175	0	0	5775	0													
202541	45125	0	18844	32947	0	85069	0	0	0	0	75528	0	2255		13642	454		66225	73273	0	0	1157	0	0	3013	8044	5974	1668	11038	287	2761	5770	2433	5056	11251	0	0	3048	0													
202907	2207247	0	961769	4106897	0	7339925	0	0	499	0	5632347	0	759644		521985	2458600	216112	6366786	4872703	11370	0	45307	499	499	114303	288556	263491	44859	402859	35142	164460	51205	4485	189223	255292	0	0	199601	0	1500	11992	48978	240252	302722	true	1467768	2120081	1342744	619244	1971009	126170	
203043	69263	0	12227	147003	0	148114	0	0	0	0	159326	0	6493		7481	71615	1797	135887	152833	0	0	388	0	0	3930	4993	2100	1740	8923	4426	989	0	270	5282	5686	0	0	5415	0	0	0	0	0	0	true							
203052	10909	0	10294	23268	0	37648	0	0	0	0	38163	0	953		7746	17848	1788	27354	37210	0	0	0	0	0	1947	4368	2829	0	6315	0	0	262	0	1398	262	0	0	0	0	0	0	0	0	0	false							
203575	33267	0	101	12269	0	22650	0	0	0	0	47835	0	0		7738	2696		22549	47787	0	48	534	0	0	2255	4930	2672	678	7184	0	1338	0	0	2796	1338	0	0	1338	0													
204004	5994309	0	120025	566590	0	1616408	0	0	773539	0	9272226	0	1594621		349649	2497413	135261	1496383	7677605	0	0	37045	626928	573545	190277	307726	101362	42962	498003	77174	46409	10619	3975	292678	138177	132358	0	123583	0	0	0	128861	0	128861	true	115798	368661	1041284	1456129	2695354	1903719	
204077	38803	0	80	41619	0	70047	0	0	0	0	126411	0	262		27486	11772		69952	126049	15	100	7933	0	0	5165	19633	24477	7524	24798	3821	5023	7795	2398	29313	19037	0	0	8844	0													
204237	16466	0	10789	78904	0	126105	0	0	0	0	55588	0	2610		20131	3268		115176	52730	140	248	2559	0	0	5365	18494	6832	2603	23859	259	2009	292	0	13164	2559	0	0	2268	248													
204826	63572	0	19294	74820	0	138279	0	0	0	0	211623	0	30237		34978	88168		118985	181138	0	248	2573	0	0	12854	27577	8630	3956	40431	0	6452	414	0	18039	6866	4084	0	6452	0													
205243	52097	0	43703	107963	0	189713	0	0	0	0	190440	0	8753		48589	18816		146010	181687	0	0	10791	0	0	25003	41439	27859	0	66434	11074	13036	1116	0	45712	25226	0	0	22535	0													
205346	142462	0	14619	91119	0	157298	0	0	1000	0	196963	0	17754		20544	23441		142679	179209	0	0	0	1000	0	4672	12290	7342	2833	16961	0	1228	1218	1477	6592	3923	0	0	1228	0													
205458	13288	0	3011	10621	0	21171	0	0	0	0	25798	0	1412		7022	0		18160	24386	0	0	573	0	0	2147	6838	1910	113	8985	319	1184	0	0	3985	1503	0	0	1503	0													
205542	50129	0	17047	27918	0	85925	0	0	5500	0	102689	0	2863		29140	4316		68868	99826	10	0	1110	5500	3500	8421	28121	8564	1265	36542	0	1346	527	0	17231	1873	0	0	1346	0													
206156	65074	0	64449	151792	0	261711	0	0	6600	0	108161	0	7355		8428	12443		197262	100806	0	0	556	6600	6600	2291	9304	4588	1142	11595	2340	8397	1912	669	8899	13318	6600	0	10737	0													
206174	90680	0	23429	121373	0	124386	0	0	0	0	269996	3	21818		64892	67227		100957	248175	0	0	9994	0	0	17027	36160	36096	10179	53187	2887	4622	4758	360	34570	12627	0	0	7509	0													
206473	40703	0	392	11217	0	38350	0	0	0	0	101625	0	7847		28226	5575		37958	93778	0	0	2013	0	0	9242	20354	11531	3582	29488	1999	4974	2455	1210	16483	10638	0	0	6973	0													
206772	10706	0	0	7066	0	24240	0	0	0	0	93405	0	240		6733	16005		24240	79092	0	14073	0	0	0	6236	23812	2797	0	30048	2406	31444	0	0	26112	33850	0	0	33850	14073													
206950	12810	0	2388	17196	0	24089	0	0	0	0	30459	0	1647		5845	5817		21190	28812	511	0	0	0	0	1901	4568	3172	478	6469	1098	300	316	0	4274	1714	0	0	1398	0													
207041	13784	0	1821	5633	0	14354	0	0	0	0	26010	0	3951		5496	2756		12533	22059	0	0	1508	0	0	824	2405	1939	4020	2979	282	0	0	0	3692	282	0	0	282	0													
207050	33211	0	22285	332667	0	446553	0	0	0	0	365881	0	49071		20735	220970		423024	315079	1244	1731	2143	0	0	55925	23379	9634	1494	54750	5160	14809	1048	251	69697	21268	151055	0	19969	0													
