"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
1016857	549300L5PE7ZGYRW5Q15	20220630	Citizens Bank of Las Cruces	20161	Las Cruces	NM	88004	
1016941		20220630	INTERCITY STATE BANK	17128	SCHOFIELD	WI	54476	
1017425		20220630	The Killbuck Savings Bank Company	11860	Killbuck	OH	44637	
1017555		20220630	First Community Bank	8535	Lester Prairie	MN	55354	
1017564		20220630	Commercial State Bank	10330	Palmer	TX	75152	
1017854		20220630	The Farmers State Bank of Blue Mound	17629	Blue Mound	KS	66010	
1017939	T68X8LLAQYRNDV034K14	20220630	United Community Bank	16889	Greenville	SC	29601	
1017957	5493008LABVG9QJ78G04	20220630	CENTER NATIONAL BANK	10976	LITCHFIELD	MN	55355	
1018927		20220630	1st Security Bank of Washington	57633	Mountlake Terrace	WA	98043	
1157415	549300R1VV53RGPW1Q44	20220630	State Bank of Texas	27074	Dallas	TX	75234	
1158878	549300L8L9JJ29KEYQ27	20220630	Charlotte State Bank & Trust	27086	Port Charlotte	FL	33953	
1160509		20220630	PREMIER BANK OF THE SOUTH	27118	CULLMAN	AL	35055	
1161216	549300ZCC628OMXIBR11	20220630	Northmark Bank	27119	North Andover	MA	01845	
1162017		20220630	United Security Bank	27132	Fresno	CA	93721	
1163283	254900XASC5S67PMPM58	20220630	Citizens Bank & Trust Inc.	27153	Trenton	GA	30752	
1169650		20220630	Amerasia Bank	27267	Flushing	NY	11355	
1176881	254900ICWLL3VTTY6063	20220630	Beal Bank	32574	Plano	TX	75024	
1176920		20220630	Community State Bank	27201	Hennessey	OK	73742	
1186965	549300PVF6X52PEPRD05	20220630	Englewood Bank & Trust	27205	Englewood	FL	34223	
1187001	549300T2PYPUFN0IWJ63	20220630	InterBank	27210	Oklahoma City	OK	73112	
1187551		20220630	Independent Community Bankers' Bank	27219	Frankfort	KY	40601	
1188772	549300JRILZK0V54TR93	20220630	FIRST COMMUNITY BANK OF TENNESSEE	27211	SHELBYVILLE	TN	37162	
1188987		20220630	Peoples Independent Bank	27233	Boaz	AL	35957	
1190476	K0ZDN2CBIQC0EHBKNK35	20220630	ENTERPRISE BANK & TRUST	27237	CLAYTON	MO	63105	
1191352		20220630	Waycross Bank & Trust	27254	Waycross	GA	31501	
1211371	5493002JNEZK52NOPC21	20220630	Saratoga National Bank & Trust Company	27290	Saratoga Springs	NY	12866	
1216022	549300UATVPGSLE43Z27	20220630	Synchrony Bank	27314	Draper	UT	84020-6425	
1216321		20220630	Republic First Bank Dba Republic Bank	27332	Philadelphia	PA	19102	
1216826		20220630	Silvergate Bank	27330	La Jolla	CA	92037	
1218446		20220630	Bankers' Bank Of Kansas	27351	Wichita	KS	67208	
1222519	549300W8Q4KZC8LMAV19	20220630	First Metro Bank	27381	Muscle Shoals	AL	35661	
1222948	2549001E11O22GGBEL86	20220630	Prairie State Bank & Trust	27362	Springfield	IL	62711	
1225752		20220630	Commercial Bank	27409	Saint Louis	MO	63146	
1225761	254900YONS3CIA0OPX83	20220630	Wells Fargo National Bank West	27389	Las Vegas	NV	89102	
1225798		20220630	PORT RICHMOND SAVINGS	27385	Philadelphia	PA	19134	
1228034		20220630	First Bank & Trust Company	27394	Duncan	OK	73533	
1293078		20220630	Peoples Bank	27398	Paris	TX	75460	
1356768	5493008ZK5SW6NTWB533	20220630	Enterprise Bank and Trust Company	27408	Lowell	MA	01852	
1369870		20220630	FIRST FINANCIAL TRUST NATIONAL ASSOCIATION	27479	Wakefield	MA	01880	
1386251	549300MNZECUR067HB12	20220630	Bancfirst	27476	Oklahoma City	OK	73102	
1387203	549300DM47883NLNBK72	20220630	Liberty Bank Minnesota	26891	Saint Cloud	MN	56301	
1387605	549300RBJCM5B02O5U05	20220630	Northwest Bank	32647	Spencer	IA	51301	
1391778		20220630	Comenity Bank	27499	Wilmington	DE	19803	
1394621		20220630	METRO BANK	27510	PELL CITY	AL	35128	
1394676	2MTSQ5CCMGGQ8GQ49R43	20220630	AMERICAN EXPRESS NATIONAL BANK	27471	SANDY	UT	84070	
1396764		20220630	Berkshire Bank	27503	New York	NY	10016	
1397471		20220630	BANK OF LITTLE ROCK	91280	LITTLE ROCK	AR	72203	
1402384	254900Z8HZ6PMY4EY406	20220630	North Alabama Bank	27560	Hazel Green	AL	35750	
1404481	254900QQRCPCOBBNDA41	20220630	Bank of the Lowcountry	27496	Walterboro	SC	29488	
1404883		20220630	BURLING BANK	27556	Chicago	IL	60604	
1412712		20220630	Community West Bank, National Association	27572	Goleta	CA	93117	
1414819	254900OGMHGN3FQRRB74	20220630	HELM BANK USA	32718	MIAMI	FL	33131	
1416279		20220630	Prudential Bank And Trust, Fsb	32957	Hartford	CT	06103	
1418255		20220630	TUSTIN COMMUNITY BANK	32908	TUSTIN	CA	92780	
1429028		20220630	Keystone Bank SSB	34456	Austin	TX	78738	
1435092		20220630	Texas National Bank	34014	Sweetwater	TX	79556	
1436071		20220630	Drummond Community Bank	32737	Chiefland	FL	32626	
1436204	549300EGL1VV7LY0QU69	20220630	BANK OF MARIN	32779	NOVATO	CA	94947	
1440117	549300RZFB670NG8MF92	20220630	Community First Bank	32838	Walhalla	SC	29691	
1443266	549300H041M8GSCMYP92	20220630	Bank of America California, National Association	25178	San Francisco	CA	94101	
1444021	549300RK1FB0VMTPD087	20220630	BlackRock Institutional Trust Company, N.A	32961	San Francisco	CA	941052212	
1445943		20220630	WHITAKER BANK, INC	32912	LEXINGTON	KY	40509	
1447639	5493007ZMQ2ZFZA66L83	20220630	Weststar Bank	32941	El Paso	TX	79901	
1456501	G1MLHIS0N32I3QPILB75	20220630	MORGAN STANLEY BANK, N.A.	32992	SALT LAKE CITY	UT	84111	
1458608		20220630	Gulf Coast Bank And Trust Company	32974	New Orleans	LA	70130	
1459717	549300L8JRY60EOROT34	20220630	FCB BANKS	33005	COLLINSVILLE	IL	62234	
1459735		20220630	COUNTY BANK	33009	REHOBOTH BEACH	DE	19971	
1459799	549300107HDIK6N8E812	20220630	First Peoples Bank	33010	Pine Mountain	GA	31822	
1462986		20220630	Asian Pacific National Bank	33013	San Gabriel	CA	91776	
1469677		20220630	Heritage Bank, Inc.	33119	Erlanger	KY	41018	
1470150	549300MIVSVBBGZIFR79	20220630	First Farmers & Merchants National Bank Fairmont	33131	Fairmont	MN	56031	
1474309		20220630	Community Bank & Trust - Alabama	32968	Union Springs	AL	36089	
1478231	549300Q7BO23YSZ45J73	20220630	CORNERSTONE COMMUNITY BANK	33137	GRAFTON	WI	53024	
1479470	549300RMBMOU2J1VK478	20220630	Woodlands Bank	33136	Williamsport	PA	17701	
1481745		20220630	Premier Bank Minnesota	33204	Farmington	MN	55024	
1481754		20220630	Premier Bank Rochester	33202	Rochester	MN	55902	
1492817		20220630	FIRST KANSAS BANK	18474	HOISINGTON	KS	67544	
1493319		20220630	Gateway Bank, F.S.B.	33103	Oakland	CA	94607	
1494482		20220630	Sound Banking Company	33183	Lakewood	WA	98499	
1494914		20220630	Shinhan Bank America	33188	New York	NY	10016	
1629903	549300N3CIN473IW5094	20220630	Associated Trust Company, National Association	27102	Milwaukee	WI	53202	
1718188	549300R07HMKT86V3034	20220630	Northrim Bank	33216	Anchorage	AK	995241489	
1718469	PINLJ7T7GLTF48NFP863	20220630	Colorado Federal Savings Bank	33111	Greenwood Village	CO	80111	
1820979		20220630	The Trust Comany of Toledo, N.A.	33239	Holland	OH	43528	
1836701		20220630	ENTERPRISE BANK	33380	OMAHA	NE	68144	
1842065	FDXQ75GPEQKRPWABYN63	20220630	CIBC Bank USA	33306	Chicago	IL	60603	
1852569		20220630	Anz Guam, Inc.	33316	Hagatna	GU	96910	
1863097	549300803MX5C2784J03	20220630	Ledyard National Bank	33418	Norwich	VT	05055	
1864197		20220630	OAK VALLEY COMMUNITY BANK	33457	OAKDALE	CA	95361	
1867983	549300IQVXIW1VTW0D69	20220630	Citizens First Bank	33440	The Villages	FL	32162	
1872941	54930099BVD0E448JX38	20220630	Arbor Bank	33450	Nebraska City	NE	68410	
1872996	2549003WYFPGUVPTRK86	20220630	Monona Bank	33458	Monona	WI	53716	
1879016	254900H07R1I9HDMFT89	20220630	Today's Bank	33470	Huntsville	AR	72740	
1883321		20220630	First American Trust, FSB	26312	Santa Ana	CA	92707	
1885932		20220630	Crescent Bank & Trust	33492	New Orleans	LA	70163	
1890525	549300FNQXUCMCVLKL76	20220630	Unity Bank	33503	Clinton	NJ	08809	
1892154	254900GACVFC2JIZYT69	20220630	First National Bank of Coffee County	33506	Douglas	GA	31534	
1893049	54930060P82LK4CCQX34	20220630	Charles Schwab Premier Bank, SSB	33497	Westlake	TX	76262	
1914421		20220630	Rock Canyon Bank	33542	Orem	UT	84059	
1917301	5493004MWCDBCBTXE044	20220630	Lake Forest Bank & Trust Company, N.A.	27589	Lake Forest	IL	60045	
1918344	5493007K6HGI9G0ECX16	20220630	Preferred Bank	33539	Los Angeles	CA	90017	
1929247	8I3UVGYULPJQIP7FQV10	20220630	SouthState Bank, National Association	33555	Winter Haven	FL	33880	
1940747		20220630	Desjardins Bank, National Association	33565	Hallandale	FL	33009	
1945247		20220630	United Bank of Philadelphia	33568	Philadelphia	PA	19102	
2002222		20220630	Citizens Community Bank	33739	Winchester	TN	37398	
2006024	254900KI0CM65KPBM547	20220630	International Bank of Chicago	33708	Chicago	IL	60640	
2007991	254900L9ZR7FYE68H705	20220630	CITIZENS COMMUNITY BANK	33753	MASCOUTAH	IL	62258	
2009605	54930019RBT2SM6CQS78	20220630	STARION BANK	33758	BISMARCK	ND	58501	
2010722	549300NINH0YUSL4K137	20220630	Village Bank	33761	St. Francis	MN	55070	
2037185		20220630	First Community Bank of East Tennessee	33794	Rogersville	TN	37857	
2044811	549300S5LHMBX3WRT314	20220630	Wheaton Bank & Trust Co., N.A.	33803	Wheaton	IL	60187	
2044820		20220630	Community Bank of Elmhurst	33805	Elmhurst	IL	60126	
2051127	549300B63HUNVIWL5V50	20220630	AMERICAN NATIONAL BANK-FOX CITIES	33812	APPLETON	WI	54911	
2059990	549300D3IKJ7KU3SH574	20220630	Priority Bank	33818	Fayetteville	AR	72703	
2068107	549300Q7FDEK4V4IZV74	20220630	Capital Community Bank	33823	Provo	UT	84604	
2078290	0S8H5NJFLHEVJXVTQ413	20220630	Columbia State Bank	33826	Tacoma	WA	98402	
2107181		20220630	Fds Bank	33831	Mason	OH	45040	
2107341		20220630	First Community Bank Of The Ozarks	33832	Branson	MO	65616	
2119773	9LIMABRJ9VPV74PBJB17	20220630	Hinsdale Bank & Trust Company, N.A.	33849	Hinsdale	IL	60521	
2121196	549300NTRZIIC80JKC12	20220630	TD Bank USA, NA	33947	Wilmington	DE	19808	
2122997		20220630	CREDIT FIRST NATIONAL ASSOCIATION	33855	BROOK PARK	OH	44142	
2123930		20220630	The Bank Of Milan	33851	Milan	TN	38358	
2132594	549300EFPV2U3PWQEN15	20220630	Catskill Hudson Bank	33859	Kingston	NY	12401	
2132941	549300FTS7TVGFDGUH88	20220630	The National Bank of Indianapolis	33860	Indianapolis	IN	46204	
2140348		20220630	Allied First Bank, SB	55130	Oswego	IL	60543	
2142155		20220630	Quad City Bank And Trust Company	33867	Bettendorf	IA	52722	
2163477		20220630	Raymond James Trust, NA	33879	St. Petersburg	FL	33716	
2164111		20220630	Wisconsin River Bank	33880	Sauk City	WI	535830636	
2182786	KD3XUN7C6T14HNAYLU02	20220630	Goldman Sachs Bank, USA	33124	New York	NY	10282	
2193616	ZXMJHJK466PBZTM5F379	20220630	Raymond James Bank	33893	Saint Petersburg	FL	33716	
2209553		20220630	Heritage Bank of Commerce	33905	San Jose	CA	95110	
2218443		20220630	Frontier Bank	33922	Rock Rapids	IA	51246	
2232757		20220630	Charlevoix State Bank	33926	Charlevoix	MI	49720	
2233875	549300U5SDGYPSPXZU37	20220630	Natbank, National Association	33959	Hollywood	FL	33020	
2236821		20220630	Patriot Bank, National Association	33928	Stamford	CT	06901	
2239288	549300RAQJBTN6Z28096	20220630	Wintrust Bank, N.A.	33935	Chicago	IL	60604	
2253891	LKE37K2B8CFZUR7F9816	20220630	Capital One Bank USA-National Association	33954	Glen Allen	VA	23060	
2262718		20220630	Synovus Trust Company, National Association	33962	Columbus	GA	31901	
2265456		20220630	Wilmington Trust, National Association	34069	Wilmington	DE	19890	
2297998	54930061WAHBLUL0RW61	20220630	EVERTRUST BANK	34010	PASADENA	CA	91101	
2298995	549300P7J9S1WSW4VU68	20220630	Village Bank & Trust, N.A.	34011	Arlington Heights	IL	60005	
2304636	254900R028OZZTTP5D53	20220630	Community Bank	34020	Topeka	KS	666144195	
2305969		20220630	Tnbank	34023	Oak Ridge	TN	37830	
2316714	2549001SMFSVFT382M09	20220630	PARK RIDGE COMMUNITY BANK	34038	PARK RIDGE	IL	60068	
2317672		20220630	First American State Bank	34040	Greenwood Village	CO	80111	
2325882	52990003G0GD0V8KMG88	20220630	Deutsche Bank Trust Company, National Association	34056	New York	NY	10019	
2328137	5493001HBUA9JSUEWO16	20220630	First Community Bank	34047	Lexington	SC	29072	
2328285		20220630	Private Trust Company, National Association, The	34057	Cleveland	OH	44115	
2329200		20220630	Bay Bank	34052	Green Bay	WI	54313	
2332910	5493008H68QG2A0MK376	20220630	First Commercial Bank (USA)	34496	Alhambra	CA	91801	
2333140		20220630	Neighborhood National Bank	34548	San Diego	CA	92113	
2337335	VNOO6EITDJ2YUEBMSZ83	20220630	Umb Bank & Trust, National Association	34065	Kansas City	MO	64106	
2339599	2549006SBIS8ROWE8X84	20220630	Capitol Bank	34074	Madison	WI	53717	
2339795	01ERPZV3DOLNXY2MLB90	20220630	Libertyville Bank & Trust Company, N.A.	34073	Libertyville	IL	60048	
2339900	54930027CDXLJ58XBO36	20220630	Illinois Bank & Trust	34076	Rockford	IL	61107	
2343167	549300R9XZ3VYIG5O043	20220630	PAN AMERICAN BANK & TRUST	34108	MELROSE PARK	IL	60160	
2344753		20220630	Thomasville National Bank	34068	Thomasville	GA	31799	
2349459	549300FM2Y64BMWO8016	20220630	First Bank	34116	Dalton	GA	30720	
2353595		20220630	First Community Bank	13012	Bluefield	VA	24605	
2354323	5493003ZQXBSRU5RO172	20220630	Greater Community Bank	34138	Rome	GA	30165	
2354387		20220630	Quantum National Bank	34110	Suwanee	GA	30024	
2354985		20220630	Customers Bank	34444	Malvern	PA	19355	
2356091	549300V9HKOIF4980H71	20220630	First United Bank And Trust Company, Inc.	34150	Madisonville	KY	42431	
2358769	549300LH06ZZHKPX5U83	20220630	BNC National Bank	57197	Glendale	AZ	85308	
2362458		20220630	Wells Fargo Bank South Central, National Association	5146	Houston	TX	77007	
2371816		20220630	West Pointe Bank	34162	Oshkosh	WI	54902	
2372774	Z867SNMO7WGY8TTGQG78	20220630	Summit Community Bank Inc.	34102	Moorefield	WV	26836	
2385514		20220630	The First Bank	34217	Hattiesburg	MS	39404	
2390929		20220630	Bank of Ann Arbor	34120	Ann Arbor	MI	48104	
2391588	549300Y6FW0UWRZJW587	20220630	ONB Bank	34171	Rochester	MN	55901	
2396592		20220630	Peoples Bank of Seneca	34146	Seneca	MO	64865	
2396604		20220630	The Bank of Star Valley	34148	Afton	WY	83110	
2398701	54930024MS92J3NNTL30	20220630	Modern Bank, National Association	22398	New York	NY	10022	
2434113	562V2SM4I80MJO5HYB83	20220630	Bank Rhode Island	34147	Providence	RI	02903	
2451240		20220630	Pacific Coast Bankers Bank	34252	Walnut Creek	CA	94596	
2465881		20220630	PLATTE VALLEY BANK - SCB	34211	SCOTTSBLUFF	NE	69361	
2467670		20220630	Applied Bank	34193	Wilmington	DE	19803	
2471239		20220630	CFG Community Bank	34294	Lutherville	MD	21093	
2482824		20220630	GREAT PLAINS NATIONAL BANK	34207	Elk City	OK	73644	
2483120		20220630	SURREY BANK & TRUST	34209	MOUNT AIRY	NC	27030	
2483438		20220630	Community Bank Of The Bay	34210	Oakland	CA	94612	
2489805	549300GS0W0TEUQS8571	20220630	MORGAN STANLEY PRIVATE BANK, N.A.	34221	PURCHASE	NY	10577	
2490285		20220630	FIRST NATIONAL BANK	34455	ROTAN	TX	79546	
2497181	549300IHBKY3L5OIDT39	20220630	PLANTERS BANK INC.	34254	HOPKINSVILLE	KY	42241	
2502656		20220630	USAA Savings Bank	34351	Las Vegas	NV	89169	
2502825		20220630	Dsrm National Bank	34331	Albuquerque	NM	87109	
2505424	549300JCUSJMRA75V483	20220630	Wolf River Community Bank	34240	Hortonville	WI	54944	
2505451	254900LWBQAKENOJRT60	20220630	The Citizens Bank of Georgia	34229	Cumming	GA	30040	
2505460	549300M4E3MK3F5GQW40	20220630	The Bank	34409	Jennings	LA	70546	
2508751	C398JSK21YCXWM603F55	20220630	Barrington Bank & Trust Company, N.A.	34395	Barrington	IL	60010	
2512347		20220630	CITIZENS COMMERCE BANK	34256	VERSAILLES	KY	40383	
2515320	549300J3KQJDSZQIMM59	20220630	Fortis Private Bank	34401	Denver	CO	80202	
2529176		20220630	Security National Bank of South Dakota	34394	Dakota Dunes	SD	57049	
2531562		20220630	1st Equity Bank	34393	Skokie	IL	60076	
2531991		20220630	Wells Fargo Delaware Trust Company, National Association	34465	Wilmington	DE	19809	
2533043		20220630	AMERICAN METRO BANK	34334	Chicago	IL	60640	
2533119		20220630	NorthSide Community Bank	34416	Gurnee	IL	60031	
2536633		20220630	Hiawatha Bank & Trust Company	34488	Hiawatha	IA	52233	
2539960		20220630	Premier Bank	34384	Rock Valley	IA	51247	
2562137		20220630	NORTHSTAR BANK	34407	ESTHERVILLE	IA	51334	
2562164	5493001GCBD5XGNIC815	20220630	Coastal Community Bank	34403	Everett	WA	98203	
2567123		20220630	U.S. Bank Trust Company, National Association	34588	Portland	OR	97204	
2568063	549300KKA8UHKS7KOK34	20220630	First Command Bank	34415	Fort Worth	TX	76109	
2576134		20220630	WebBank	34404	Salt Lake City	UT	84111	
2577739		20220630	Bank Of Jackson, The	34457	Jackson	TN	38305	
2580243	5493000V0CXKSOK29E51	20220630	American Bank	34422	Allentown	PA	18104	
2587916		20220630	Marine Bank & Trust Company	34233	Vero Beach	FL	32963	
2594240	5493000JFVFQFL816N45	20220630	Encore Bank	34562	Little Rock	AR	72223	
2594419	549300POAFZ9PGU16760	20220630	Edison National Bank	34489	Fort Myers	FL	33907	
2596646		20220630	FIRST COMMUNITY BANK	34533	BATESVILLE	AR	72503	
2597223		20220630	Legacy Trust Company, National Association	57380	Houston	TX	77002	
2597232		20220630	Hightower Trust Company, N.A.	59321	Houston	TX	77027	
2598396	549300EIFFC31EZH1D93	20220630	Prairie Community Bank	34526	Marengo	Il	60152	
2600039		20220630	Computershare Trust Company, National Association	34629	Canton	MA	02021	
2602828		20220630	STATE BANK	34441	GREEN RIVER	WY	82935	
2605566		20220630	Eaglemark Savings Bank	34313	Reno	NV	89521	
2607412	254900G0ZC4S8EO1W523	20220630	Spring Valley Bank	34386	Wyoming	OH	45215	
2608754	RM2F4G3WBQ8R9OKYRH19	20220630	Mercantile Bank	34598	Grand Rapids	MI	49504	
2610784		20220630	Key Community Bank	34644	Inver Grove Heights	MN	55076	
2614344	549300Z52CLXKDXGPH16	20220630	Peoples Bank Of East Tennessee	34517	Madisonville	TN	37354	
2615190		20220630	Merrick Bank Corporation	34519	South Jordan	UT	84095	
2615220		20220630	Community First Banking Company	34610	West Plains	MO	65775	
2618780	38PG5GG0OEQK4QMSKE59	20220630	Texas Capital Bank	34383	Dallas	TX	75201	
2619714		20220630	Alliance Bank	34566	Cape Girardeau	MO	63701	
2621285		20220630	Millennial Bank	34460	Leeds	AL	35094	
2621940		20220630	The Community Bank	34666	Liberal	KS	67901	
2624400	3HICJPQ15PGZSBFDNJ82	20220630	Crystal Lake Bank & Trust, N.A.	34681	Crystal Lake	IL	60014	
2625724		20220630	Southwestern National Bank	34319	Houston	TX	77036	
2631172	549300H8LM6VPYEHWU46	20220630	State Bank Financial	10383	La Crosse	WI	54601	
2631846		20220630	North American Banking Company	34836	Roseville	MN	55113	
2634191	549300ESRQ6OLBB56N04	20220630	Glacier Bank	30788	Kalispell	MT	59901	
2634351	549300M5D5Q2KMDSMP10	20220630	Macatawa Bank	34618	Holland	MI	49424	
2641827		20220630	New Covenant Trust Company	34732	Jeffersonville	IN	47130	
2642598	5493005F145IP6JL7314	20220630	Community First Bank	34627	Kennewick	WA	99336	
2643595		20220630	Pacific Crest Savings Bank	34585	Lynnwood	WA	98037	
2649122	549300TFPNF5ZPLD8I74	20220630	New Mexico Bank & Trust	34726	Albuquerque	NM	87102	
2649177		20220630	The Pitney Bowes Bank Inc.	34599	Salt Lake City	UT	84106	
2651899		20220630	Cedar Hill National Bank	34478	Charlotte	NC	28273	
2652092	WVM1F03F86RQLLTEVE84	20220630	EagleBank	34742	Bethesda	MD	20814	
2654911	549300GJUS3RD4RG4D56	20220630	Principal Bank	34507	Des Moines	IA	50392	
2661861		20220630	People's Bank Of Commerce	34685	Medford	OR	97504	
2666400		20220630	INDEPENDENT BANK	34728	MEMPHIS	TN	38157	
2667920		20220630	U.S. Bank Trust National Association SD	34813	Sioux Falls	SD	57102	
2667939		20220630	FARMERS & MERCHANTS BANK OF COLBY	34719	COLBY	KS	67701	
2667957	549300D18DXDT16VP352	20220630	Nebraskaland Bank	34811	North Platte	NE	69101	
2668598		20220630	Portage Community Bank	34760	Ravenna	OH	44266	
2684552	549300ON2ILGPUVKZT28	20220630	American Bank of Oklahoma	34606	Collinsville	OK	740210066	
2686211		20220630	Crown Bank	34259	Elizabeth	NJ	07208	
2687133		20220630	Premier Bank	34849	Dubuque	IA	52002	
2687487		20220630	TCM Bank, N.A.	34535	Tampa	FL	33607	
2693264	54930037K28BC4GVBU20	20220630	Town Bank, N.A.	34717	Hartland	WI	53029	
2694681	549300B190GPYLAX3Y92	20220630	American First National Bank	34656	Houston	TX	77036	
2694944	254900FGJF0W42LS9S31	20220630	Alliance Bank	34930	Topeka	KS	66614	
2696180		20220630	First Community Bank Of Hillsboro	34752	Hillsboro	IL	62049	
2697963		20220630	City First Bank of D.C., N.A.	34352	Washington	DC	20009	
2700984		20220630	Wex Bank	34697	Sandy	UT	84070	
2702764		20220630	Community Bank of Oelwein	34857	Oelwein	IA	50662	
2705112	549300W7PVYUJHBKTH05	20220630	Charter Bank	34686	Johnston	IA	50131	
2705895		20220630	Metropolitan Commercial Bank	34699	New York	NY	10016	
2708122	549300XE6SNRPD2GUD44	20220630	Virginia National Bank	34755	Charlottesville	VA	22902	
2713920		20220630	Stifel Trust Company, National Association	33785	St. Louis	MO	63102	
2716088	549300OMHGOGEWTCI138	20220630	RESOURCE BANK	34803	COVINGTON	LA	70433	
2716828	549300NPHJJV4PVRQK31	20220630	Premier Bank of Arkansas	34887	Marion	AR	72364	
2718596		20220630	First Trust Bank Of Illinois	34778	Kankakee	IL	60901	
2719810	549300KX2KT8MOAS5Q71	20220630	The Chicago Trust Company	35063	Lake Forest	IL	60045	
2723376		20220630	ClearPoint Federal Bank   Trust	34748	Batesville	IN	47006	
2724766		20220630	Community Bank Of Memphis	35094	Memphis	MO	63555	
2726050		20220630	First Central Bank McCook	34995	McCook	NE	69001	
2728661		20220630	GrandSouth Bank	34812	Greenville	SC	29607	
2729677	5493003G27DB6UYPQZ06	20220630	Nationwide Trust Company, FSB	34710	Columbus	OH	43215	
2730431	549300MDL55QYY567K46	20220630	Enterprise Bank	34786	Allison Park	PA	15101	
2732565	549300RWHDQQ6O8UNG56	20220630	PEOPLES SAVINGS BANK	34973	INDIANOLA	IA	50125	
2733263	549300AQ83ZR1PW5DB53	20220630	American Bank and Trust Company, N.A.	34955	Davenport	IA	52807	
2734729	549300OQ7NQEKOCGWF54	20220630	AMERICAN BUSINESS BANK	34788	LOS ANGELES	CA	90071	
2735137		20220630	Freedom Financial Bank	35031	West Des Moines	IA	50266	
2735146	5Z1UQ1CWY0DQ3KJWDQ07	20220630	TIAA, FSB	34775	Jacksonville	FL	32202	
2736219	5493007891WU2YYMW741	20220630	Transportation Alliance Bank, Inc. Dba Tab Bank	34781	Ogden	UT	84403	
2736291		20220630	Popular Bank	34967	New York	NY	10004	
2736451	549300GIR2ODBIF9VF65	20220630	New Peoples Bank, Inc.	34890	Honaker	VA	24260	
2736714		20220630	Mission Bank	34805	Bakersfield	CA	93301	
2737980	549300UXY7OP0IC38293	20220630	Northpointe Bank	34953	Grand Rapids	MI	49546	
2743244	5493006QG55R8V712J33	20220630	Red River Bank	34980	Alexandria	LA	71301	
2744782		20220630	Union Bank	34934	Greenville	NC	27858	
2745426	549300R0L43GUZ8EW811	20220630	Legends Bank	34936	Clarksville	TN	37040	
2745529		20220630	Thrivent Trust Co.	34799	Appleton	WI	54919	
2746245		20220630	Commerce Bank	34938	Corinth	MS	38834	
2746263	549300KYODJTW38SQV05	20220630	FirstCapital Bank of Texas	35028	Midland	TX	79701	
2747279		20220630	Settlers Bank	35060	Marietta	OH	45750	
2747466		20220630	Exchange Bank Of Northeast Missouri	8274	Kahoka	MO	63446	
2747587		20220630	NBKC Bank	35014	Overland Park	KS	66211	
2748502	549300QAJ2SD5X8T7X10	20220630	Synergy Bank	34978	Houma	LA	70360	
2749059		20220630	Boundary Waters Bank	35172	Ely	MN	55731	
2753917		20220630	Idaho Trust  Bank	35103	Boise	ID	83702	
2754222	5493000FLJMMXYXYKI25	20220630	New Republic Bank	34860	Charlotte	NC	27828	
2756730		20220630	Commercial Capital Bank	34784	Delhi	LA	71232	
2756909		20220630	Connecticut Community Bank, N.A.	34876	Westport	CT	06880	
2757205	549300LBYGRKZX1SD516	20220630	MVB Bank, Inc.	34603	Fairmont	WV	26554	
2758613	549300B81YWV4GBENI49	20220630	First Internet Bank Of Indiana	34607	Fishers	IN	46038	
2759629	25490043Z1O3CFY7D576	20220630	FIRST NATIONAL BANK OF HEREFORD	34918	HEREFORD	TX	79045	
2760232	549300YLODY4TY3WRV13	20220630	Village Bank	35111	Midlothian	VA	23113	
2764212		20220630	Parke Bank	34888	Sewell	NJ	08080	
2765602	549300VVOEBMZBXLUN11	20220630	First Citrus Bank	34899	Tampa	FL	33618	
2769570		20220630	Petit Jean State Bank	35084	Morrilton	AR	72110	
2769954		20220630	North Georgia National Bank	34662	Calhoun	GA	30701	
2771694		20220630	BayFirst National Bank, formerly known as First Home Bank	34997	St. Petersburg	FL	33701	
2774707		20220630	ITS BANK	34619	Johnston	IA	50131	
2775151	549300Q6CJ3H6H1U0F03	20220630	A B & T	35029	Albany	GA	31707	
2775179	549300BWRXVFSDCUUY93	20220630	Community First Bank	35020	New Iberia	LA	70560	
2775692	549300UTNHGSP4ICJE17	20220630	Community Bank of Wichita, Inc.	35118	Wichita	KS	67206	
2785477	549300MJ0Y817D63DD96	20220630	Asian Bank	34759	Philadelphia	PA	19107	
2785646	549300DF7LT6VI5BQC34	20220630	Old Missouri Bank	8252	Springfield	MO	65807	
2787770		20220630	Bank Of The James	35207	Lynchburg	VA	24504	
2788656	549300YN7OQX9PTS2T45	20220630	Lone Star Capital Bank, National Association	35015	San Antonio	TX	78232	
2791085	254900KN1X8B3CQDSO97	20220630	Sunstate Bank	34643	Miami	FL	331737222	
2791517	254900QUGLU0SFER0252	20220630	STATE BANK	35169	FREEPORT	IL	61032	
2793593	54930022I573MYIIOM33	20220630	Southern Bank Of Tennessee	34847	Mount Juliet	TN	37122	
2794732		20220630	OPTUS BANK	35241	COLUMBIA	SC	29201	
2796277		20220630	The Philadelphia Trust Company	35075	Philadelphia	PA	19103	
2797162	549300B6UWNP01JH6452	20220630	Sauk Valley Bank & Trust Company	35131	Sterling	IL	61081	
