"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
291376	7303	8943	51	0	0	0	0	0	8943	0	0	-1691	
291611	83368	92816	-1150	0	0	2188	0	0	92816	-84	0	-6026	
291732	10183	19933	609	0	0	0	0	0	19933	0	0	-10359	
292234	4041	19621	1066	0	0	250	0	0	19621	0	0	-16396	
292467	6403	11109	440	0	0	125	0	0	11109	0	0	-5021	
292850	3337	4660	141	0	0	100	0	0	4660	0	0	-1364	
292908	177721	196648	11201	0	0	2000	0	0	196648	500	0	-28628	
293053	164937	170462	10694	0	0	1672	0	0	170462	0	0	-14547	
293352	5304	5601	222	0	0	45	0	0	5601	0	0	-474	
293437	30157	61131	2418	0	0	20	0	0	61131	0	0	-33372	
293651	21302	23297	947	0	0	1500	0	0	23297	0	0	-1442	
293754	8711	10307	678	0	0	669	0	0	10307	0	0	-1605	
294023	57437	77907	4287	0	7500	810	0	0	77907	0	0	-31447	
294564	382936	459141	13109	0	0	9000	0	0	459141	0	0	-80314	
294751	48756	54425	4011	0	0	3000	0	0	54425	0	0	-6680	
294779	211388	207247	11135	0	0	6500	0	0	207247	113	0	-607	
294827	17271	18233	1021	0	0	66	0	0	18233	0	0	-1917	
295011	52604	57130	2165	0	0	0	0	0	57130	0	0	-6691	
295057	14715	15288	1066	0	0	1300	0	0	15288	0	0	-339	
295646	1859	3134	-17	0	0	0	0	0	3134	0	0	-1258	
296456	57845	59382	3138	0	0	3042	0	0	59382	0	0	-1633	
296474	36447	37501	245	0	0	0	0	0	37501	0	0	-1299	
296559	20889	36718	1625	0	0	1500	0	0	36718	0	0	-15954	
296755	19623	18331	2184	0	0	870	0	0	18331	0	0	-22	
296858	10223	9718	893	0	0	0	0	0	9718	0	0	-388	
297051	13207	14882	807	0	0	46	0	0	14882	0	0	-2436	
297631	17717	18331	819	0	0	0	0	0	18331	0	0	-1433	
297761	8786	19437	2298	0	0	0	0	0	19437	0	0	-12949	
298049	18136	19042	1773	0	0	905	0	0	19042	0	0	-1774	
298218	118610	126107	4758	0	0	0	0	0	126107	0	0	-12255	
298245	38815	56198	1516	0	0	648	0	0	56198	0	0	-18251	
299868	57434	56642	1397	0	0	605	0	0	56642	0	0	0	
300009	95206	107784	-3925	0	0	0	0	0	107784	0	0	-8653	
300063	121954	81362	4291	0	117	2246	990	0	81362	39913	0	-493	
300157	7087	7541	-231	0	0	0	0	0	7541	0	0	-223	
300353	27817	42554	2213	0	0	0	0	0	42554	0	0	-16950	
300456	2864	3452	50	0	0	0	0	0	3452	0	0	-638	
300933	26158	34895	2004	0	0	2300	0	0	34895	0	0	-8441	
300942	18809	20783	1199	0	0	675	0	0	20783	0	0	-2498	
300960	70354	70620	3297	0	5000	0	0	0	70620	195	0	-8758	
301574	75580	85223	2834	0	95	3000	0	0	85223	0	0	-9572	
301800	103636	116672	2059	0	0	0	0	0	116672	0	0	-15095	
302030	7932	10341	225	0	0	0	0	0	10341	0	0	-2634	
302133	4164	4139	-135	0	625	0	0	0	4139	0	0	-465	
302553	29699	27780	1040	0	5038	1102	0	0	27780	0	0	-3057	
302656	241568	259929	14560	0	0	5000	0	0	259929	0	0	-27921	
303653	20645	35342	1486	0	0	576	0	0	35342	0	0	-15607	
303701	16002	22672	347	0	0	0	0	0	22672	0	0	-7017	
303747	5868	7884	-28	0	0	33	0	0	7884	0	0	-1955	
303952	41823	59857	2466	0	0	712	0	0	59857	0	0	-19788	
304173	153781	181970	3395	0	0	0	0	0	181970	0	0	-31584	
304520	10525	10971	715	0	0	600	0	0	10971	0	0	-561	
304575	815	810	31	0	0	0	0	0	810	0	0	-26	
304762	6316	6462	191	0	0	50	0	0	6462	0	0	-287	
304913	113025	111496	1528	0	0	0	0	0	111496	1	0	0	
305059	12171	5688	8	0	7700	306	0	0	5688	0	0	-919	
305077	19858	23537	476	0	0	0	0	0	23537	0	0	-4155	
305237	16014	18851	415	0	0	500	0	0	18851	0	0	-2752	
305442	36562	42883	3052	0	0	0	0	0	42883	0	0	-9373	
306056	3074	2918	156	0	0	0	0	0	2918	0	0	0	
306140	10499	9797	5399	0	0	6000	0	0	9797	0	0	1303	
306159	35390	35499	2330	0	0	1090	0	0	35499	0	0	-1349	
306337	36141	40799	3568	0	0	1260	0	0	40799	0	0	-6966	
306908	55849	66762	3644	0	0	650	0	0	66762	0	0	-13907	
307062	64071	76747	2862	0	0	653	0	0	76747	0	0	-14885	
307334	15345	17659	178	0	0	0	0	0	17659	0	0	-2492	
307361	49986	51775	2787	0	0	640	0	0	51775	0	0	-3936	
307679	115262	130185	3533	0	0	2946	0	0	130185	0	0	-15510	
307932	8201	8398	397	0	19	79	0	0	8398	0	0	-534	
308256	5872	5694	402	0	0	66	0	0	5694	0	0	-158	
308340	11034	21692	1347	0	0	462	0	0	21692	0	0	-11543	
308836	7593	8060	76	0	100	28	0	0	8060	0	0	-615	
309150	38517	45850	2467	0	0	980	0	0	45850	0	0	-8820	
309655	96720	96640	6813	0	0	0	0	0	96640	0	0	-6733	
309851	5184	8379	74	0	0	0	0	0	8379	0	0	-3269	
310754	25544	12925	693	12608	-606	0	0	0	12925	0	0	-76	
310950	12675	14535	456	0	0	0	0	0	14535	0	0	-2316	
310978	331189	378247	13339	0	329	46281	0	-1392	376855	0	0	-13053	
311050	104147	138709	8114	0	0	4290	0	0	138709	0	0	-38386	
311144	5011	6114	223	0	0	91	0	-42	6072	0	0	-1193	
311256	12132	12786	920	0	0	645	0	0	12786	0	0	-929	
311265	20925	32567	842	0	0	0	0	-38	32529	0	0	-12446	
311603	95212	114976	1085	0	0	0	0	0	114976	0	0	-20849	
311658	4262	7423	155	0	0	0	0	0	7423	0	0	-3316	
311845	2067419	2610464	81827	0	0	0	67	-3123	2607341	1999	0	-623681	
311939	20990	22903	1513	0	0	686	0	0	22903	0	0	-2740	
312244	53052	91120	10511	0	0	6300	0	0	91120	0	0	-42279	
312356	20069	20851	1028	0	0	300	0	0	20851	0	0	-1510	
313009	20865	21610	1875	0	0	0	0	0	21610	0	0	-2620	
313157	12462	17195	1007	0	0	786	0	0	17195	0	0	-4954	
313223	28288	36206	2766	0	0	0	0	0	36206	11	0	-10695	
313577	72985	87846	3214	0	0	600	0	0	87846	0	0	-17475	
314257	88903	95493	3638	0	0	140	0	-1061	94432	0	0	-9027	
314444	10022	22389	1363	0	0	600	0	15	22404	0	0	-13145	
315656	20972	20946	989	0	0	963	0	0	20946	0	0	0	
316840	812412	817270	50995	0	0	34000	0	0	817270	1638	0	-23491	
316859	10167	14939	427	0	0	405	0	0	14939	25	0	-4819	
316934	5335	5312	121	0	0	98	0	0	5312	0	0	0	
317258	32574	50538	3198	0	0	3970	0	0	50538	0	0	-17192	
317342	724030	656536	35409	156211	0	44740	0	0	656536	0	0	-79386	
317379	36949	39535	1379	0	0	0	0	0	39535	0	0	-3965	
317650	3096	6043	-82	0	0	0	0	0	6043	0	0	-2865	
318639	1375	1783	42	0	0	0	0	0	1783	0	0	-450	
318974	210019	224209	6202	0	0	1579	0	0	224209	0	0	-18813	
319047	19920	23620	1275	0	0	100	0	0	23620	0	0	-4875	
319458	536	11064	890	0	0	614	0	0	11064	0	0	-10804	
319551	50306	50902	2593	0	0	0	0	0	50902	0	0	-3189	
320034	1815	7723	567	0	250	250	0	0	7723	0	0	-6475	
320052	54945	53543	5050	0	0	3591	0	0	53543	0	0	-57	
320070	36635	37220	-71	0	0	0	0	0	37220	0	0	-514	
320119	1085212	1149412	57532	0	0	0	0	7490	1156902	0	0	-129222	
321152	15508	20041	-2014	0	2160	0	0	0	20041	412	0	-5091	
321255	4029	3964	225	0	0	160	0	0	3964	0	0	0	
321273	102508	103187	3713	0	0	0	0	0	103187	338	0	-4730	
321330	4835	6789	336	0	0	100	0	0	6789	0	0	-2190	
321947	38417	72577	2676	0	0	1200	0	0	72577	0	0	-35636	
322449	9963	10186	733	0	0	0	0	0	10186	0	0	-956	
322476	677	910	-136	0	0	0	0	0	910	0	0	-97	
322551	3407	3503	223	0	0	29	0	0	3503	0	0	-290	
323204	108325	130622	8503	0	0	3000	0	0	130622	0	0	-27800	
323651	28848	32176	1532	0	0	580	0	0	32176	0	0	-4280	
324153	20039	29924	1467	0	0	1000	0	0	29924	0	0	-10352	
324229	6194	7072	162	0	0	60	0	0	7072	0	0	-980	
324256	6065	5882	383	0	0	200	0	0	5882	0	0	0	
324340	186026	236462	12046	0	13	0	0	0	236462	0	0	-62495	
324854	16826	22538	1726	0	0	750	0	0	22538	0	0	-6688	
324863	217109	227047	15783	0	0	400	0	0	227047	0	0	-25321	
324975	12732	17091	309	0	0	0	0	0	17091	0	0	-4668	
325141	31020	41482	1401	0	0	1500	0	0	41482	0	0	-10363	
325459	3680	5170	294	0	0	0	0	30	5200	0	0	-1814	
325534	23218	33720	1642	0	0	860	0	0	33720	0	0	-11284	
326054	37628	38929	2166	0	0	0	0	0	38929	0	0	-3467	
326344	45325	60228	4190	0	0	0	0	0	60228	0	0	-19093	
326858	156180	192235	8966	0	0	5201	0	0	192235	0	0	-39820	
326979	75652	83783	2109	0	0	15	0	0	83783	0	0	-10225	
327220	8255	12452	608	0	0	67	0	0	12452	0	0	-4738	
327305	94454	101208	4330	0	0	1334	0	0	101208	0	0	-9750	
327435	24720	61398	3970	0	0	713	0	0	61398	0	0	-39935	
327556	25905	31181	1382	0	0	380	0	0	31181	0	0	-6278	
327855	75475	88477	-1139	0	0	1672	0	0	88477	0	0	-10191	
328058	6719	7621	269	0	0	275	0	0	7621	0	0	-896	
328357	30078	40128	3320	0	0	0	0	0	40128	0	0	-13370	
328656	18007	19085	1435	0	0	404	0	0	19085	0	0	-2109	
328777	270092	323547	10656	0	0	0	0	0	323547	0	0	-64111	
329149	14444	15531	516	0	0	413	0	0	15531	0	0	-1190	
329345	76945	84220	4642	0	0	1100	0	0	84220	0	0	-10817	
329550	34348	38182	2673	0	0	1400	0	0	38182	0	0	-5107	
329952	65617	86403	4282	0	0	0	0	0	86403	0	0	-25068	
330239	43942	52908	2095	0	0	1452	0	0	52908	0	0	-9609	
330248	13785	18940	828	0	0	287	0	0	18940	0	0	-5696	
330855	305812	319415	18472	0	0	5000	0	0	319415	0	0	-27075	
330873	19437	22528	401	0	0	0	0	0	22528	0	0	-3492	
330949	18061	20973	927	0	0	100	0	0	20973	0	0	-3739	
331076	76156	77416	1349	0	0	0	0	0	77416	0	0	-2609	
331375	26967	27261	1168	0	0	0	0	0	27261	0	0	-1462	
331544	13159	18568	501	0	0	238	0	0	18568	0	0	-5672	
331713	51145	64635	3584	0	0	1399	0	0	64635	0	0	-15675	
332224	52763	42419	1902	0	15000	210	0	0	42419	0	0	-6348	
332345	2787	2824	69	0	0	0	0	0	2824	0	0	-106	
332402	81027	93126	48	0	0	11000	0	0	93126	1587	0	-2734	
332671	25205	24970	42	0	0	0	0	0	24970	0	0	193	
332756	8932	10149	301	0	0	333	0	0	10149	0	0	-1185	
333034	33177	35878	2089	0	0	4267	0	0	35878	0	0	-523	
333203	75600	99817	5839	0	0	3450	0	0	99817	241	0	-26847	
333650	46931	52826	3226	0	0	3700	0	0	52826	0	0	-5421	
333856	31713	33795	2678	0	0	0	0	0	33795	0	0	-4760	
333940	6397	7881	83	0	0	87	0	0	7881	0	0	-1480	
334264	36998	58238	4388	0	0	1418	0	0	58238	0	0	-24210	
335346	31658	32295	1244	0	0	0	0	0	32295	184	0	-2065	
336147	13955	15569	548	0	0	225	0	0	15569	0	0	-1937	
336361	27232	26545	990	0	0	0	0	0	26545	0	0	-303	
336576	29858	33381	-19	0	0	0	0	374	33755	0	0	-3878	
336950	1571	1634	-63	0	0	0	0	0	1634	0	0	0	
337340	18205	21032	456	0	0	310	0	0	21032	0	0	-2973	
338646	40507	29806	3448	10989	0	1935	0	0	29806	0	0	-1801	
338851	6877	8719	185	0	0	0	0	0	8719	0	0	-2027	
338945	6613	6863	36	0	0	0	0	-91	6772	0	0	-195	
339072	251755	235144	18566	0	0	0	0	0	235144	0	0	-1955	
339353	9544	11188	483	0	0	0	0	0	11188	0	0	-2127	
339456	51808	61711	4315	0	0	1000	0	0	61711	0	0	-13218	
339607	121930	131982	1785	0	0	0	0	0	131982	0	0	-11837	
339773	328471	326044	10943	0	0	0	0	0	326044	0	0	-8516	
339858	4430378	4951405	201158	0	0	50000	0	0	4951405	2813	0	-674998	
339876	7270	7652	152	0	0	0	0	15	7667	0	0	-549	
340135	143883	156615	14175	0	0	6400	0	0	156615	0	0	-20507	
340144	103550	118791	6932	0	170	2100	0	0	118791	0	0	-20243	
340256	70819	74962	3963	0	0	2000	0	0	74962	0	0	-6106	
340443	10417	16682	663	0	0	150	0	0	16682	0	0	-6778	
340742	77120	79659	2120	0	0	0	0	0	79659	0	0	-4659	
340751	72177	77159	6034	0	0	5959	0	0	77159	0	0	-5057	
341310	56699	68192	2207	0	0	0	0	0	68192	0	0	-13700	
342054	23514	35148	3081	0	0	3750	0	0	35148	0	0	-10965	
342362	-18475	122620	7688	0	0	2500	0	0	122620	0	0	-146283	
342410	265869	284576	19112	0	0	4000	0	0	284576	0	0	-33819	
342634	1695158	1849542	66556	0	0	48843	0	0	1849542	2485	0	-174582	
343051	10064	12709	333	0	0	0	0	-79	12630	0	0	-2899	
343248	4222	4767	55	0	0	25	0	0	4767	0	0	-575	
343770	9025	9363	254	0	0	0	0	0	9363	0	0	-592	
343903	83805	67441	2693	-250	23001	0	0	0	67441	0	0	-9080	
343958	9314	9302	532	0	0	521	0	0	9302	0	0	1	
344647	55157	104262	5111	0	0	1600	0	0	104262	0	0	-52616	
344852	6225	11522	652	0	0	71	0	0	11522	0	0	-5878	
345309	187800	219365	-3836	0	0	0	0	0	219365	0	0	-27729	
345345	43233	42955	3011	0	0	2655	0	0	42955	0	0	-78	
345747	55457	61993	3349	0	0	887	0	0	61993	0	0	-8998	
345756	67827	72327	847	0	0	1260	0	0	72327	0	0	-4087	
345877	68127	65894	2760	0	0	0	0	0	65894	289	0	-816	
346379	17532	19089	534	0	0	253	0	0	19089	0	0	-1838	
346566	6745	6895	183	0	0	0	0	0	6895	0	0	-333	
346771	18528	18203	325	0	0	0	0	0	18203	0	0	0	
347022	19600	25644	596	0	0	200	0	0	25644	0	0	-6440	
347639	28928	30280	1311	0	0	236	0	0	30280	1250	0	-3677	
347956	76076	85037	-3715	0	0	0	0	0	85037	0	0	-5246	
348159	16886	19992	592	0	0	525	0	0	19992	0	0	-3173	
348720	86874	84624	4926	0	0	1702	0	0	84624	-399	0	-575	
349129	8818	27346	1072	0	0	250	0	0	27346	0	0	-19350	
349343	22964	23843	1944	0	-1	1500	0	0	23843	0	0	-1322	
350572	17356	21706	578	0	0	0	0	0	21706	0	0	-4928	
350657	2574	3650	123	0	0	0	0	0	3650	0	0	-1199	
350750	26219	25281	2810	0	0	1843	0	0	25281	0	0	-29	
351131	8482	11187	48	0	0	0	0	0	11187	0	0	-2753	
351560	38647	38772	875	0	0	1000	0	0	38772	0	0	0	
351878	14544	16979	661	0	0	0	0	0	16979	0	0	-3096	
352370	23078	25166	364	0	0	0	0	0	25166	0	0	-2452	
352651	13208	12640	1375	0	0	0	0	0	12640	0	0	-807	
352745	19309	25512	2022	0	0	2200	0	0	25512	0	0	-6025	
352772	1597005	1801763	97352	0	3072	50730	0	0	1801763	0	0	-254452	
353238	42438	47765	4677	0	0	2837	0	0	47765	0	0	-7167	
353546	15221	17003	221	0	0	66	0	0	17003	0	0	-1937	
353555	761588	751332	63107	0	0	27600	0	0	751332	0	0	-25251	
353957	6695	9893	427	0	0	339	0	0	9893	0	0	-3286	
354057	4961	18528	520	0	0	384	0	0	18528	0	0	-13703	
354253	4414	6715	173	0	0	75	0	0	6715	0	0	-2399	
354310	764349	761782	36577	0	10000	17238	0	0	761782	0	0	-26772	
354552	43436	49066	6786	30588	0	2447	0	0	49066	0	0	-40557	
354851	9785	9779	865	0	0	500	0	0	9779	0	0	-359	
355120	76137	76686	4081	0	0	546	0	0	76686	0	0	-4084	
355559	36123	44034	2711	0	0	521	0	0	44034	0	0	-10101	
355858	341497	342468	23807	0	0	1942	0	0	342468	0	0	-22836	
356239	27770	38466	1624	0	0	1285	0	0	38466	0	0	-11035	
356659	30855	32360	1768	0	0	2600	0	0	32360	0	0	-673	
356752	15530	15460	451	0	0	0	0	0	15460	0	0	-381	
357526	14389	14772	847	0	0	500	0	0	14772	0	0	-730	
357553	22511	27792	1007	0	0	614	0	0	27792	0	0	-5674	
357777	38624	37847	777	0	0	0	0	0	37847	0	0	0	
357937	43168	43075	1571	0	0	500	0	0	43075	0	0	-978	
358112	16952	22553	500	0	0	175	0	0	22553	0	0	-5926	
358448	6813	9888	329	0	0	101	0	0	9888	0	0	-3303	
358756	2013	5733	96	0	0	75	0	0	5733	0	0	-3741	
359472	16319	16462	-139	0	0	0	0	0	16462	0	0	-4	
359650	2175	2437	13	0	0	0	0	0	2437	0	0	-275	
359744	5651	7192	241	0	0	300	0	0	7192	0	0	-1482	
360777	6931	6920	11	0	0	0	0	0	6920	0	0	0	
361055	61051	94653	7381	0	0	4302	0	-33	94620	0	0	-36648	
361167	862567	1046215	53879	0	0	40000	0	0	1046215	1513	0	-199040	
361279	19512	18546	1276	0	0	0	0	0	18546	0	0	-310	
361354	7638	9121	71	0	0	0	0	0	9121	0	0	-1554	
361439	39169	48197	3083	0	0	1167	25	0	48197	0	0	-10919	
362043	3247	4556	203	0	0	200	0	0	4556	0	0	-1312	
362155	19616	20633	539	0	0	0	0	0	20633	0	0	-1556	
362717	110591	137923	6333	0	-897	2411	0	0	137923	0	0	-30357	
362856	18757	27920	580	0	0	0	0	0	27920	0	0	-9743	
362940	9851	11170	667	0	0	150	0	0	11170	0	0	-1836	
363442	2858	3077	-160	0	0	0	0	0	3077	0	0	-59	
363648	20769	26358	849	0	0	459	0	0	26358	0	0	-5979	
363657	51037	107706	6719	0	0	2100	0	0	107706	0	0	-61288	
363778	8603	8573	30	0	0	0	0	0	8573	0	0	0	
364131	23971	29668	1274	0	0	200	0	0	29668	0	0	-6771	
364270	18131	18264	-133	0	0	0	0	0	18264	0	0	0	
364430	19879	19858	1727	0	1325	1336	0	0	19858	0	0	-1695	
364850	10005	10170	302	0	0	125	0	0	10170	0	0	-342	
365325	4592280	4784480	179223	0	0	130000	0	0	4784480	0	0	-241423	
365745	36546	42568	1952	0	0	0	0	0	42568	0	0	-7974	
365848	9349	12839	22	0	0	28	0	0	12839	0	0	-3484	
365950	18253	8695	-132	0	10000	0	0	0	8695	0	0	-310	
366078	64978	66891	3206	0	0	1320	0	0	66891	0	0	-3799	
366238	160384	187404	11021	0	0	0	0	0	187404	228	0	-38269	
366247	20509	21473	620	0	0	150	0	0	21473	0	0	-1434	
366359	4839	5780	649	0	0	465	0	0	5780	0	0	-1125	
366658	10298	12501	335	0	0	166	0	0	12501	0	0	-2372	
366854	13925	12263	-338	0	2000	0	0	0	12263	0	0	0	
367150	9425	10068	733	0	0	182	0	0	10068	0	0	-1194	
367178	23999	23616	383	0	0	0	0	0	23616	0	0	0	
367431	32402	32694	1199	0	0	0	0	0	32694	0	0	-1491	
367543	36238	46269	1474	0	0	1810	0	0	46269	0	0	-9695	
368054	14490	22748	934	0	0	0	0	0	22748	0	0	-9192	
368344	6535	17820	925	0	0	400	0	0	17820	0	0	-11810	
368522	18193	18814	913	0	0	561	0	0	18814	0	0	-973	
368933	15614	17210	786	0	0	200	0	0	17210	0	0	-2182	
368951	18723	25545	1207	0	0	913	0	0	25545	0	0	-7116	
369453	8651	15215	721	0	0	96	0	0	15215	0	0	-7189	
369659	96814	106983	12244	0	0	9285	0	0	106983	0	0	-13128	
370020	48204	54616	2815	0	0	250	0	0	54616	0	0	-8977	
370347	12296	14199	728	0	0	360	0	0	14199	0	0	-2271	
370721	21041	24918	1103	0	0	196	0	0	24918	0	0	-4784	
370833	10502	8344	249	0	2000	0	0	0	8344	0	0	-91	
370954	12766	12743	1428	0	0	978	0	0	12743	0	0	-427	
371223	22231	22245	1229	0	0	0	0	0	22245	0	0	-1243	
371232	19131	21850	421	0	0	0	0	0	21850	0	0	-3140	
371362	35875	53896	3341	0	0	1015	0	0	53896	0	0	-20347	
371559	14922	19007	897	0	0	571	0	0	19007	0	0	-4411	
371755	6750	8018	434	0	0	110	0	0	8018	0	0	-1592	
371849	5727	6981	274	0	0	20	0	-15	6966	0	0	-1493	
371924	110718	126263	3452	0	0	2497	0	0	126263	0	0	-16500	
371942	13214	14403	624	0	0	99	0	0	14403	0	0	-1714	
372444	6975	9822	318	0	0	50	0	0	9822	0	0	-3115	
372538	121895	118026	5038	0	0	0	0	0	118026	0	0	-1169	
372640	12607	19848	1123	0	0	460	0	0	19848	0	0	-7904	
372855	20148	17081	568	0	3435	82	0	0	17081	0	0	-854	
373272	4372	4339	33	0	0	0	0	0	4339	0	0	0	
373553	7894	7881	81	0	0	68	0	0	7881	0	0	0	
373601	243084	261329	-18166	0	0	0	0	475	261804	0	0	-554	
374130	13172	17880	768	0	0	79	0	0	17880	0	0	-5397	
374653	318034	356341	21198	0	0	11400	0	0	356341	0	0	-48105	
374774	14954	19249	2977	0	0	1208	0	0	19249	0	0	-6064	
375043	116966	126044	10782	0	0	6069	0	0	126044	0	0	-13791	
375379	3392	4088	-82	0	0	0	0	35	4123	0	0	-649	
375502	213501	203018	11143	0	0	0	0	0	203018	1645	0	-2305	
375566	95031	98877	6129	0	1000	4268	0	0	98877	0	0	-6707	
375650	408	5632	168	0	0	0	0	0	5632	0	0	-5392	
376237	6918	9404	279	0	0	0	0	0	9404	0	0	-2765	
376273	298814	292897	5917	0	0	0	0	0	292897	0	0	0	
376442	66954	73191	2914	0	0	0	0	0	73191	0	0	-9151	
376947	27631	27139	1019	0	0	0	0	0	27139	0	0	-527	
377663	4046	10583	497	0	250	269	0	0	10583	0	0	-7015	
377850	21897	6429	367	0	15354	184	0	0	6429	0	0	-69	
378044	3615	3619	273	0	0	250	0	0	3619	0	0	-27	
378110	4383	6113	-126	0	0	0	0	0	6113	0	0	-1604	
379050	2890	2880	72	0	0	0	0	0	2880	0	0	-62	
379153	9145	11264	859	0	0	617	0	0	11264	0	0	-2361	
379470	18190	21036	294	0	0	0	0	0	21036	0	0	-3140	
379649	57491	61210	1437	0	0	0	0	0	61210	0	0	-5156	
379920	5509173	5165436	161165	470886	0	97720	0	0	5165436	0	0	-190594	
380346	13242	19027	569	0	0	0	0	0	19027	0	0	-6354	
380458	99076	168013	7009	0	278	0	0	0	168013	0	0	-76224	
380533	21662	21352	1243	0	0	250	0	0	21352	0	0	-683	
380878	23366	25253	99	0	0	0	0	0	25253	0	0	-1986	
380944	10468	11013	407	0	0	0	0	0	11013	0	0	-952	
381026	5355	9227	290	0	0	82	0	0	9227	0	0	-4080	
381343	89374	98930	2637	0	0	2347	0	0	98930	0	0	-9846	
381932	31402	36271	1726	0	0	3500	0	0	36271	0	0	-3095	
381950	5674	20704	495	0	0	384	0	0	20704	0	0	-15141	
382050	21056	30660	2451	0	0	416	0	0	30660	0	0	-11639	
382069	56333	78322	2489	0	0	10000	0	0	78322	0	0	-14478	
382256	4267	4948	37	0	0	0	0	0	4948	0	0	-718	
382274	440	470	-30	0	0	0	0	0	470	0	0	0	
382443	36861	39226	1250	0	0	650	0	0	39226	0	0	-2965	
382537	46744	28840	1227	0	20477	249	0	0	28840	0	0	-3551	
382649	60447	107845	5120	0	0	32755	0	0	107845	0	0	-19763	
382658	35705	33848	1857	0	0	0	0	0	33848	0	0	0	
382742	10397	10712	-38	0	0	0	0	0	10712	0	0	-277	
382854	9161	11103	294	0	0	96	0	0	11103	0	0	-2140	
384018	413888	410134	12582	0	0	0	0	0	410134	0	0	-8828	
384278	270940	384266	17969	0	0	2300	0	0	384266	0	0	-128995	
384353	1310	1283	27	0	0	0	0	0	1283	0	0	0	
384652	113577	111548	4238	0	0	0	0	0	111548	352	0	-2561	
384830	13595	14613	838	0	0	0	0	0	14613	0	0	-1856	
385350	15073	14062	1234	0	0	223	0	0	14062	0	0	0	
385471	82153	82111	3833	0	0	1692	0	0	82111	-835	0	-1264	
385547	23034	23451	1348	0	0	63	0	0	23451	0	0	-1702	
385686	53704	55035	1227	0	0	0	0	0	55035	0	0	-2558	
386432	18281	19945	870	0	0	0	0	0	19945	0	0	-2534	
386450	51182	49671	2511	0	0	1000	0	0	49671	0	0	0	
386731	12736	32080	2499	0	0	909	0	0	32080	0	0	-20934	
386825	5159	10037	350	0	0	0	0	0	10037	0	0	-5228	
387055	17112	18961	432	0	0	0	0	0	18961	0	0	-2281	
387671	53936	58476	2877	0	0	0	0	0	58476	0	0	-7417	
388155	18365	23254	1015	0	0	0	0	0	23254	0	0	-5904	
388258	4109	4972	60	0	0	0	0	0	4972	0	0	-923	
388557	46955	47661	2318	0	0	1599	0	0	47661	0	0	-1425	
388744	26729	28320	967	0	0	585	0	0	28320	0	0	-1973	
388753	4675	4726	121	0	0	75	0	0	4726	0	0	-97	
388874	13264	13253	11	0	0	0	0	0	13253	0	0	0	
389358	26495	23895	2600	0	0	0	0	0	23895	0	0	0	
389376	10229	11107	27	0	0	0	0	0	11107	0	0	-905	
389826	2099	2631	506	0	0	0	0	0	2631	0	0	-1038	
390372	62502	66709	374	0	0	0	0	0	66709	0	0	-4581	
390840	21819	24735	426	0	0	0	0	0	24735	0	0	-3342	
391418	33177	42512	1715	0	0	161	0	0	42512	0	0	-10889	
391557	5445	5023	422	0	0	0	0	0	5023	0	0	0	
391575	360161	288343	69366	0	3453	0	1829	0	288343	39659	0	-38831	
391959	8785	8739	140	0	0	90	0	0	8739	0	0	-4	
391977	56168	92268	1709	0	0	0	0	0	92268	0	0	-37809	
392152	7684	7477	807	0	0	600	0	0	7477	0	0	0	
392255	6370	8425	682	0	0	119	0	0	8425	0	0	-2618	
392778	39268	63690	1771	0	0	0	0	0	63690	0	0	-26193	
393252	14246	12364	930	0	0	400	0	0	12364	2499	0	-1147	
393355	10976	13691	877	0	0	500	0	0	13691	0	0	-3092	
393953	64502	94725	4418	0	0	517	0	0	94725	0	0	-34124	
394156	12230	12685	703	0	0	141	0	0	12685	0	0	-1017	
394259	33191	52701	3447	0	0	2335	0	0	52701	0	0	-20622	
395238	4605397	5381311	358655	0	0	200000	0	0	5381311	9815	0	-944384	
396057	6443	7127	117	0	0	0	0	0	7127	0	0	-801	
396244	39874	48566	2990	0	0	1000	0	0	48566	0	0	-10682	
396253	102495	79907	686	0	0	0	0	0	79907	25000	0	-3098	
396954	15779	30907	2129	0	0	1723	0	0	30907	0	0	-15534	
397456	8959	16594	878	0	0	372	0	0	16594	0	0	-8141	
397531	90820	92476	1237	0	0	0	0	0	92476	0	0	-2893	
397540	192029	183575	13373	0	0	0	0	0	183575	0	0	-4919	
397559	47287	46239	5272	0	2850	2400	0	0	46239	0	0	-4674	
397755	114450	70124	4512	0	40000	0	0	0	70124	0	0	-186	
397858	4969	6906	118	0	0	0	0	0	6906	0	0	-2055	
398051	9435	9906	345	0	0	145	0	0	9906	0	0	-671	
398248	27223	28746	908	0	0	521	0	0	28746	0	0	-1910	
398668	1231197	1139364	91962	0	0	0	0	0	1139364	316	0	-445	
398837	26888	27715	1350	0	0	362	0	0	27715	0	0	-1815	
399357	6984	6829	465	0	0	142	0	0	6829	0	0	-168	
399517	455239	474902	31727	0	0	10160	0	0	474902	0	0	-41230	
399731	11499	13632	78	0	0	35	0	0	13632	0	0	-2176	
399973	16378	19275	849	0	0	0	0	0	19275	0	0	-3746	
400057	12677	15039	1088	0	0	725	0	0	15039	0	0	-2725	
400141	49255	56163	3652	0	200	0	0	0	56163	0	0	-10760	
