"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
3025929																																		544	3	0	98	0	0	true	0	0	3	0	0	228	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				446																	0	0			105	8889	0	0	0	0	0	0	true	false	false	false																						http://gogebicrangebank.com	
3027763																																		0	2822	37000	0	0	37000	true	2822	0	0	0	0	5190	2	0	false	0	0	37000	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			89	10269	0	0	0	0	0	0	true	false	false	false																						www.cornerstonebk.com	
3028902																																		58578	0	0	54785	87	28803	true	0	0	0	0	0	13535	2	150	false	0	26798	0	0	0	0	0	26798	1183	416	406	0	27770	true	false	0	0		3706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			359	66450	0	589	0	0	0	0	true	false	false	false																						https://www.premiervalleybank.com	
3029253																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true				0																	0	0	1	false	0	0	0	0	0	0	0	0	true	false	false	false																						www.everence.com	
3029589																																		17169	0	0	14980	0	0	true	0	0	0	0	0	38678	6	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			492	124976	0	0	0	0	0	0	true	false	false	true						www.CommunityBT.bank	Community Bank and Trust	www.facebook.com/cedarrapidsbankandtrust		www.facebook.com/communitybt												www.CRBT.bank	
3032833																																		0	19	0	0	0	0	true	19	0	0	0	0	416	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						http://www.cheyennestatebank.com	
3034257																																		0	231	0	0	0	0	true	0	0	0	0	231	17444	8	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.fcbca.com	
3034695																																		0	95	2500	0	0	16600	true	0	0	95	0	0	16151	6	0	false	0	0	2500	6600	7500	0	0	0	0	0	0	0	0	false	false			8000	0																	0	0			264	13498	0	0	0	0	0	0	true	false	false	false																						www.mymainstreetbank.bank	
3039636																																		1018	384	5000	0	1018	31570	true	0	0	0	0	384	647	1	1018	false	0	0	5000	0	0	0	0	0	26570	0	0	0	26570	true	false			800	0																	0	0			344	61145	26570	30477	0	0	26570	0	true	false	false	false		1	2426	318898	0																	www.missionvalleybank.com	
3040418																																		0	0	0	0	0	139810	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	95240	44570	0	0	139810	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	318	140739	139810	139810	0	0	139810	0	false	false	false	false						www.cfsb.com		www.cfsbbanking.com		cfsb.andera.com		cfsbebanking.btbanking.com										www.cfsb.com	
3041358																																		1094	0	0	800	0	0	true	0	0	0	0	0	4805	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			97	294																	0	0			63	2755	0	0	0	0	0	0	true	false	false	false						www.firstcommercebankonline.com																www.bankfirstcommerce.com	
3042234																																		9770	0	0	9258	0	0	true	0	0	0	0	0	7772	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			58	2903	0	0	0	0	0	0	true	false	false	false						http://www.bankbob.com																http://www.bankofbrenham.com	
3045383																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.vanguard.com	
3047659																																		8046	0	31000	7016	0	108160	true	0	0	0	0	0	0	0	0	false	0	0	31000	4000	0	0	0	0	66711	0	6449	0	66711	false	false			0	1030																	0	0			536	101110	66711	112252	0	0	66711	0	false	false	false	false																						www.dogwoodstatebank.com	
3048487																																		2855	0	0	2855	0	0	true	0	0	0	0	0	8556	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			9	0																	0	0			256	30589	0	0	0	0	0	0	false	false	false	false																						http://www.1stbankyuma.com	
3049635																																		0	0	1500	0	0	1500	true	0	0	0	0	0	11659	4	0	true	0	0	1500	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			110	9432	0	0	0	0	0	0	true	false	false	false		1	62	1873	0																	http://www.dnbdouglas.com	
3049729																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0		false	0	0	0	0	0	0	0	0	true	false	false	false	false	1	53	1853	0																	WWW.PLUSINTBANK.COM	
3052813																																		3061	0	0	3061	0	0	true	0	0	0	0	0	4432	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			267	104661	0	0	0	0	0	0	true	true	false	false		0	88	1525	0	www.cwbk.com																www.cwbk.com	
3057818																																		603	140	0	360	0	15000	true	0	0	140	0	0	12059	2	0	false	0	0	0	0	7500	7500	15000	0	0	0	0	0	0	false	false				243																	0	0			165	16697	0	0	0	0	0	0	true	false	true	true		1	160	3165	0																	www.apollobank.com	
3058114																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://COUNTRYCLUBTRUSTCOMPANY.COM	
3066025	0	0	0	0	0	0	false	0	0	0	true	3627557	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0										0	0	0	0	0																0		false	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	0	0	0	0	false	false	false	false																							
3067929																																		0	0	0	0	0	0	true	0	0	0	0	0	77	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			98	17047	0	0	0	0	0	0	false	false	false	false																						www.tcbanknv.bank	
3068579																																		0	0	0	0	0	65445	true	0	0	0	0	0	15428	2	0	false	0	0	0	14651	0	0	0	0	50794	0	0	0	50794	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			470	55499	50794	57948	0	0	50794	0	true	false	false	false																						www.embassybank.com	
3070545																																		0	0	3900	0	0	16291	true	0	0	0	0	0	2626	2	0	false	0	0	7100	8939	0	252	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						www.ucbwest.com	
3075474																																		3172	5774	0	0	3172	0	true	5774	0	0	0	0	13759	6	3172	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			299	30579	0	0	0	0	0	0	true	false	false	false																						www.firstchatham.com	
3076220																																		0	0	0	0	0	150	true	0	0	0	0	0	20502	2	0	false	0	150	0	0	0	0	0	150	0	0	0	0	0	true	false				0																	0	0			5927	364094	0	0	0	0	0	0	true	false	false	false																						http://www.stifelbankstl.com	
3076248																																		22691	122	0	16685	6006	0	true	0	0	122	0	0	28981	8	6664	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.stifelbank.com	
3076453																																		21905	0	10000	19723	184	179383	true	0	0	0	0	0	13007	1	184	false	0	0	10000	0	0	0	0	0	169383	0	0	0	169383	true	false				1998																	0	0			2559	412069	169383	210990	0	0	169383	0	true	false	false	false																						http://www.banksocal.com	
3076604																																		0	0	0	0	0	0	true	0	0	0	0	0	38824	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			447	151949	0	0	0	0	0	0	false	false	false	false																						https://www.signaturebankna.com	
3089752																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.securian.com	
3090833																																		0	0	7000	0	0	16800	true	0	0	0	0	0	5262	5	0	false	0	0	7000	3000	1800	5000	0	0	0	0	0	0	0	true	false			814	0																	0	0			124	18456	0	0	0	0	0	0	true	false	false	false																						www.drake-bank.com	
3102893																																		0	71	1000	0	0	13443	true	71	0	0	0	0	1771	2	0	false	0	0	1000	3000	2000	0	0	0	7443	0	0	0	7443	false	false			0	0																	0	0			121	9777	7443	0	0	0	7443	0	true	false	false	false																						www.wabizbank.com	
3103591																																		0	0	0	0	0	3000	true	0	0	0	0	0	505	0	0	false	0	0	0	0	3000	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			45	2993	0	0	0	0	0	0	true	false	false	false																						http://www.ubtna.com	
3109043																																		3293	0	175000	2589	628	183973	true	0	0	0	0	0	33087	4	628	false	0	607	175000	0	0	0	0	607	758	671	6937	0	8973	true	false	0	0	2083	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			263	35796	0	0	0	0	0	0	true	false	false	false																						http://www.mybankwell.com	
3109146																																		19132	0	10050	0	19132	96464	true	0	0	0	0	0	19719	3	21951	false	0	0	10050	47959	38000	455	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1222	102508	0	0	0	0	0	0	false	false	false	false																						www.leaderbank.com	
3110197																																		347	44	0	0	0	39282	true	44	0	0	0	0	2251	1	0	false	0	0	0	0	0	0	0	0	30343	285	8654	0	30439	true	false			0	347																	0	0			390	30480	30439	31801	0	0	30439	0	true	false	false	false																						www.southeastbank.com	
3116519																																		0	488	8000	0	0	10264	true	32	0	456	0	0	3794	2	0	false	0	0	8000	0	0	2264	0	0	0	0	0	0	0	false	false				0																	0	0			11	407	0	0	0	0	0	0	true	false	false	false																						http://www.americaneaglebank.com	
3120646																																		363	484	0	363	0	0	true	290	0	32	0	162	5840	9	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			298	14102	0	0	0	0	0	0	false	false	false	false																						www.patriot-bank.com	
3120897																																		0	219	0	0	0	0	true	219	0	0	0	0	2579	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			51	2254	0	0	0	0	0	0	true	false	false	false																						www.heritagebankonline.com	
3121072																																		1783	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.enerbank.com	
3122994																																		158	0	20000	0	158	30000	true	0	0	0	0	0	6620	2	158	false	0	0	20000	10000	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			539	43155	0	0	0	0	0	0	true	false	false	false																						http://www.sancapbank.com	
3125315																																		43	149	0	15	0	32	true	116	0	33	0	0	6535	2	0	false	0	0	0	0	0	0	0	0	0	32	0	0	32	false	false				28																	0	0			103	4598	0	0	0	0	0	0	false	false	false	false																						https://www.highlandscommunitybank.com	
3125557																																		0	0	0	0	0	6769	false	0	0	0	0	0	8919	3	0	false	0	0	0	0	0	0	0	0	6769	0	0	0	6769	false	false			0	0																	0	0			350	20253	6769	6903	0	0	6769	0	true	false	false	false																						www.oregoncoastbank.com	
3128923																																		0	0	0	0	0	0	true	0	0	0	0	0	2648	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			36	3540	0	0	0	0	0	0	true	false	false	false																						http://www.bolconline.com	
3131400																																		19	562	5000	0	19	16563	true	562	0	0	0	0	6449	3	19	false	0	0	5000	0	0	0	0	0	11563	0	0	0	11563	false	false				0																0	0	0			304	60282	11563	11572	0	0	11563	0	false	false	false	false																						http://www.commercebankaz.com	
3133570																																		0	485	0	0	0	3846	true	485	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	3846	0	0	0	3846	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			96	5981	3846	4710	0	0	3846	0	true	false	false	false																						www.eaglecommunitybank.com	
3134399																																		617	0	0	617	0	0	true	0	0	0	0	0	1421	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.capitalbankoftexas.com	
3134698																																		1285	418	22000	1135	0	26313	true	0	0	85	333	0	12965	4	0	false	0	0	22000	3313	1000	0	0	0	0	0	0	0	0	false	false			0	150																	0	0			64	4117	0	0	0	0	0	0	true	false	false	false																						www.bocokonline.com	
3138146																																		298602	1436	5000	289895	113	5000	true	1436	0	0	0	0	10296	3	527	true	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	true	0	0		8594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			4334	1478808	0	0	0	0	0	0	true	false	false	true		1	81	1345	0	http://www.alliancebankofarizona.com	Alliance Bank of Arizona	http://www.bankofnevada.com	Bank of Nevada	http://www.bridgebank.com	Bridge Bank	http://www.firstindependentnv.com	First Independent Bank	http://torreypinesbank.com	Torrey Pines Bank	http://allianceassociationbank.com	Alliance Association Bank					http://www.westernalliancebank.com	
3139321																																		0	0	0	0	0	0	true	0	0	0	0	0	2463	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			26	836	0	0	0	0	0	0	false	false	false	false																						http://www.cbowatonna.com	
3140822																																		10012	0	5000	10012	0	5000	true	0	0	0	0	0	20565	3	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			184	27309	0	0	0	0	0	0	true	false	false	false		1	27	296	0																	www.libertynational.bank	
3141726																																		37372	88	0	35118	501	30000	true	0	0	88	0	0	20690	2	501	true	0	0	0	0	30000	0	0	0	0	0	0	0	0	true	false	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			338	44595	0	0	0	0	0	0	true	false	false	false		0	141	2308	0																	www.forchtbank.com	
3145797																																		0	0	0	0	0	0	true	0	0	0	0	0	9229	3	0	true	0	0	0	0	0	0	0	0	0	0	0	42	0	true	false				0																	0	0			341	31282	0	0	0	0	0	0	true	false	false	false	false																					http://www.yorktraditionsbank.com	
3146150	0	0	0	0	0	36000	true	0	0	0	false	0	0	0	5000	31000	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0						36000		0	0	0	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0						1472	104832	0	0	0	0	0	0	true	false	false	false	true	1	154	3000																		http://www.uscentury.com	
3148613																																		0	294	1000	0	0	5500	true	294	0	0	0	0	3106	2	0	false	0	0	1000	3600	900	0	0	0	0	0	0	0	0	true	true			0	0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						www.cnbt-fl.com	
3150205																																		0	0	0	0	0	0	true	0	0	0	0	0	14395	6	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			211	20678	0	0	0	0	0	0	true	false	false	false																						http://www.worthingtonbank.com	
3150447	17000	1000	0	17000	0	0	true	4000	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	1000	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0				1	true	0	0	0	0	0	0	0	0	false	false	false	false						www.schwab.com																www.schwabbank.com	
3151417																																		0	0	1500	0	0	22201	true	0	0	0	0	0	2875	3	0	false	0	0	2000	5000	500	0	0	0	14701	0	0	0	14701	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			287	20525	14701	14952	0	0	14701	0	false	false	false	false																						https://www.maple-bank.com	
3153233																																		0	4883	500	0	0	3000	true	2462	0	330	0	2091	500	0	0	false	0	0	500	2500	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.metcapbank.com	
3153297																																		0	0	5000	0	0	5000	true	0	0	0	0	0	5066	3	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						http://www.firstcommercebank.net	
3154780																																		0	1226	4500	0	0	5500	true	1226	0	0	0	0	4067	1	0	false	0	0	4500	1000	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			497	41085	0	0	0	0	0	0	false	false	false	false																						http://www.horizoncommunitybank.com	
3158546																																		24258	194	0	24191	0	163533	true	194	0	0	0	0	18344	4	0	true	0	156	0	15000	0	0	0	156	135745	9712	2920	0	148533	true	true			0	67																	0	0			423	142939	134563	176827	0	0	134563	0	true	false	false	false		1	81	1562	0																	www.myfw.com	
3160978																																		0	1341	0	0	0	0	true	1341	0	0	0	0	2125	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			247	12949	0	0	0	0	0	0	true	false	false	false																						www.integritybankandtrust.com	
3165357																																		9318	0	0	9318	0	21933	true	0	0	0	0	0	5323	6	0	true	0	9770	0	0	0	0	0	9770	3000	6163	3000	0	10000	false	false				0																	0	0			416	26164	0	0	0	0	0	0	false	false	false	false																						http://www.cfbindiana.com	
3166699																																		0	0	0	0	0	0	true	0	0	0	0	0	9215	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			579	0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false		1	373	8909	373																	www.tollesonwealth.com	
3174920																																		0	0	0	0	0	20000	true	0	0	0	0	0	28274	6	0	true	24823	0	20000	0	0	0	20000	0	0	0	0	0	0	false	false				0																	0	0			450	26644	0	0	0	0	0	0	false	false	false	false						http://www.kasasa.com																http://www.citizensbanktrust.com	
3177426																																		0	1459	6000	0	0	23000	true	0	0	0	0	1459	10459	2	0	false	0	0	6000	17000	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			5	134	0	0	0	0	0	0	false	false	false	false																						http://www.firstcapitalbanktn.com	
3180136																																		1555	447	0	0	0	0	true	0	0	0	0	447	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.independence-bank.com	
3184228																																		791	0	12500	236	0	25000	true	0	0	0	0	0	7482	4	0	false	0	0	12500	12500	0	0	0	0	0	0	0	0	0	true	false				555																	0	0			353	42116	0	87	0	0	0	0	true	false	false	false																						www.falconnational.com	
3185579																																		161	165	2000	0	161	5000	true	0	0	25	0	140	1737	1	161	false	0	0	2000	3000	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	true	false	false																						http://www.clarionbank.com	
3185896																																		0	0	0	0	0	0	true	0	0	0	0	0	36016	7	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			254	46852	0	0	0	0	0	0	false	false	false	false																						http://WWW.TRINITYBK.COM	
3187395																																		26	0	0	0	0	0	true	0	0	0	0	0	236	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	26																	0	0			112	20217	0	0	0	0	0	0	true	false	false	false																						www.willamettecommunitybank.com	
3187612																																		47027	0	0	45515	0	5031	true	0	0	0	0	0	21955	3	0	false	0	2759	0	0	0	0	0	2759	2236	36	0	0	3441	true	false	0	0	3093	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			267	106635	0	2132	0	0	0	0	true	false	false	false																						http://www.arizbank.com	
3187630																																		28804	25	0	12157	0	242243	true	0	0	25	0	0	2322	2	0	false	0	0	0	0	0	0	0	0	242243	0	0	0	242243	false	false				16647																	0	0			1441	354781	242243	200480	0	0	242243	0	false	false	false	false																						http://WWW.CONGRESSIONALBANK.COM	
3189063																																		4764	0	5000	1749	1140	83472	true	0	0	0	0	0	49100	4	1374	false	0	0	5000	0	0	0	0	0	78472	0	0	0	78472	false	false				1875																	0	0			699	206430	78472	86815	0	0	78472	0	true	false	false	false																						http://www.cbcal.com	
3194692																																		0	2426	0	0	0	0	true	1000	0	1426	0	0	6448	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			126	2613	0	0	0	0	0	0	true	true	false	false																						http://www.traditionsal.com	
3199811																																		705	0	2500	644	0	9107	true	0	0	0	0	0	1939	1	0	false	0	0	2500	6607	0	0	0	0	0	0	0	0	0	true	false			5	61																	0	0			129	6441	0	0	0	0	0	0	false	false	false	false																						http://www.heritagebankozarks.com	
3202702																																		297592	0	0	143630	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	189961	153962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false						https://mycdh.optum.com/																http://www.optumbank.com	
3211937																																		879	0	598	778	0	14457	true	0	0	0	0	0	86	0	0	false	0	0	598	3786	5266	4807	0	0	0	0	0	0	0	true	false			0	101																	0	0			289	33572	0	0	0	0	0	0	false	false	false	true																						www.texstar-bank.com	
3212149																																		4935	0	250000	0	4935	500042	false	0	0	0	0	0	18352	8	4935	false	0	0	250000	250000	0	0	0	0	0	42	0	0	42	false	false	0	0	4840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3639	655789	0	0	0	0	0	0	false	false	false	false																						http://www.ubs.com/cefs/en/ubs-bank-usa/ubs-bank-usa.html	
3212402																																		6400	1401	70000	0	5751	88455	true	0	0	0	0	1401	0	0	8631	false	0	203	70000	10000	0	0	0	203	3753	1482	3017	0	8455	false	false	0	0		649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1585	135654	0	0	0	0	0	0	true	false	false	false		0	1136	7675	0																	http://www.paccitybank.com	
3213333																																		0	0	0	0	0	0	true	0	0	0	0	0	1284	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			62	4908	0	0	0	0	0	0	false	false	false	false																						http://www.communitybankga.com	
3213735																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.ffin.com	
3214059																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			24	19188	0	0	0	0	0	0	false	false	false	false																						http://https://www.avidbank.com	
3216017																																		12819	0	4000	12590	0	19395	true	0	0	0	0	0	678	1	0	false	0	0	4000	0	0	15000	0	0	0	395	0	0	395	false	false	0	0		229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			359	82166	0	0	0	0	0	0	true	false	false	false		0	44	255	0	bankevergreenpark.com	First National Bank of Evergreen Park	bankoaklawn.com	Oak Lawn Bank & Trust	bankpullman.com	Pullman Bank & Trust	hydeparkbank.net	Hyde Park Bank	brightonparkbank.com	Brighton Park Community Bank							www.thebeverlybank.com	
3216316																																		578	0	5000	0	0	15000	true	0	0	0	0	0	0	0	0	false	0	0	5000	3000	7000	0	0	0	0	0	0	0	0	false	false				578																	0	0			45	2854	0	0	0	0	0	0	true	false	false	false																						http://www.americancontinentalbank.com	
3217331																																		0	1058	10000	0	0	10000	true	0	0	680	0	378	316	0	0	false	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			261	7040	0	0	0	0	0	0	true	false	false	false																						www.HomeTownBankAlabama.com	
3217957																																		74	175	0	52	0	3000	true	175	0	0	0	0	5829	2	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	false	false				22																	0	0			568	38167	0	0	0	0	0	0	true	false	false	false		1	173	21633	0	www.mainstreetcbf.com																www.bankonmainstreet.com	
3219269																																		973	0	0	483	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	0	0	0	0	0	0	0	0	false	false	false	false																						www.memberstrust.com	
3220863																																		0	392	0	0	0	17000	true	0	0	392	0	0	0	0	0	false	0	7000	0	10000	0	0	0	7000	0	0	0	0	7000	false	false			556	0																	0	0			542	90686	0	8115	0	0	0	0	false	false	false	false																						http://www.cbankus.com	
3221468																																		432573	2337	0	370840	0	777718	true	0	0	0	0	2337	45813	4	0	false	0	0	600000	177718	0	0	750000	0	0	0	0	0	0	true	false	0	0	10797	61733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2114	359841	0	0	0	0	0	0	true	false	false	false		1	194	2674	194																	www.veritexbank.com	
3223305																																		1584	0	0	0	1584	15500	true	0	0	0	0	0	17863	7	1666	false	0	0	0	1500	5500	8500	0	0	0	0	0	0	0	true	false				0																	0	0			408	70027	0	0	0	0	0	0	true	false	false	false																						www.1ststate.bank	
3223408																																		0	956	0	0	0	0	true	448	0	0	0	508	3233	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						http://www.homelandcb.com	
3223417																																		0	0	5000	0	0	5000	true	0	0	0	0	0	2749	1	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			257	18505	0	0	0	0	0	0	true	false	false	false						www.gateway-banking.com																www.gateway.bank	
3224302																																		4271	805	0	4271	0	5894	true	171	0	0	0	634	332	0	0	false	0	0	1000	2000	1000	0	0	0	0	0	1894	0	1894	false	false			0	0																	0	0			572	32100	0	0	0	0	0	0	true	false	false	false						www.fswb.com																www.fswb.bank	
